Upsilon_disk,Upsilon_bulge,H0
0.11611098417517282,0.023689043330844844,50.58334286979058
0.14480761714454932,0.004604373017233521,50.13122817106523
0.616772973730103,0.02612235974321701,50.85228686941
0.33227725896240556,0.009224726257117693,50.54810926387542
0.13074230231573164,0.040697443891007185,50.94999379715057
0.21106872503204518,0.002318328946061203,50.81779964461243
0.2499716336823955,0.02732666606702871,50.227753671770095
0.638722932259348,0.05235456825021445,51.84499325570282
0.17323898825339168,0.028061170600321407,50.66897354708108
0.3232149647508795,0.0032961174470602468,50.752834144169235
0.08488599183611081,0.01307116197513709,50.407048358580596
0.07521335358514747,0.044988899512567744,55.11930261815556
0.22050592022518906,0.0034575020309967203,51.2693742915872
0.5439285733818038,0.0001264596225642317,51.011151467062426
0.3424657224394288,0.01585139565652544,50.50817172773679
0.13829383622182245,0.009114485945883022,50.229151830342616
1.1059002675831873,0.024009439084554822,54.73468798810561
0.07541880428322434,0.015186369335666729,50.373786903296995
0.8737238619978067,0.01705039837409289,50.36162124210168
0.2851721379930854,0.03098332562191053,50.86607825877875
0.40470781265387684,0.01435659783379125,50.85894887857679
0.12884292545557563,0.03906055537219212,50.585781311232395
0.24360686462528588,0.006224178704633487,50.51388339797877
0.6975634608809341,0.018076617776159536,50.34833513991267
0.83804567209632,0.03777545219325927,50.51175510767043
0.09938373596936281,0.01291308510098603,51.63763071040582
0.8327352354568041,0.00817115842120111,51.04083530174506
0.15378387320705839,0.018553225880409696,51.46862700514885
0.9259837669899231,0.0009073982665808505,50.344805295686484
0.7317399421105498,0.05511801838920011,54.069798718627396
0.27391460370806475,0.0022949215192153514,52.13695629371906
0.047208877642118674,0.03243152190946919,50.814695467782876
0.11611098417517282,0.023689043330844844,50.58334286979058
0.1456970745523361,0.004350772777661084,50.1249994528139
0.5979425348215026,0.025118272090835714,50.83521059763781
0.32840442578145895,0.0066910948851368335,50.63559983644575
0.13673280923652703,0.02613787846215841,50.61952174106207
0.21106872503204518,0.002318328946061203,50.81779964461243
0.2499716336823955,0.02732666606702871,50.227753671770095
0.638722932259348,0.05235456825021445,51.84499325570282
0.07533943725901926,0.028486472588228888,50.24220380004745
0.3232149647508795,0.0032961174470602468,50.752834144169235
0.08488599183611081,0.01307116197513709,50.407048358580596
0.07521335358514747,0.044988899512567744,55.11930261815556
0.22050592022518906,0.0034575020309967203,51.2693742915872
0.40950717656259905,0.0015523590719521436,50.71203451649582
0.3804783735547673,0.016310882497316048,50.33154930136637
0.13829383622182245,0.009114485945883022,50.229151830342616
1.1059002675831873,0.024009439084554822,54.73468798810561
0.07541880428322434,0.015186369335666729,50.373786903296995
0.8737238619978067,0.01705039837409289,50.36162124210168
0.27031191125513204,0.04179845757408322,50.91031348952409
0.661179714068481,0.017887272660984364,52.276559937880066
0.12884292545557563,0.03906055537219212,50.585781311232395
0.22516333648471376,0.005871280236491677,50.44062829263414
0.6975634608809341,0.018076617776159536,50.34833513991267
0.9779894367292113,0.044340241021153595,50.566869795768284
0.05949834827855749,0.012430961117364123,51.822954641885886
0.904519813865583,0.008408395541401218,51.105043752952696
0.1615836136477881,0.0322515325345995,52.764559623813206
0.9259837669899231,0.0009073982665808505,50.344805295686484
0.7317399421105498,0.05511801838920011,54.069798718627396
0.3667958877726112,0.005754919553539078,51.74481684460269
0.047208877642118674,0.03243152190946919,50.814695467782876
0.11611098417517282,0.023689043330844844,50.58334286979058
0.1456970745523361,0.004350772777661084,50.1249994528139
0.7352731794834514,0.028354181473013627,50.58328564469421
0.3234549392020546,0.0067541873281174985,50.62501805372605
0.18614067669948356,0.020908166169882853,50.65415993786545
0.18788849458102702,0.0021158827267673944,50.8258862410671
0.2499716336823955,0.02732666606702871,50.227753671770095
0.5050908843314463,0.06046244800547343,51.01842099763345
0.07536510497321736,0.02418514905353563,50.284758469588546
0.3502821394207437,0.003534159370073938,50.76923400564616
0.08488599183611081,0.01307116197513709,50.407048358580596
0.03566025348723778,0.044378660628365166,55.18253102888058
0.22050592022518906,0.0034575020309967203,51.2693742915872
0.40950717656259905,0.0015523590719521436,50.71203451649582
0.3804783735547673,0.016310882497316048,50.33154930136637
0.12148884687798933,0.009741887245778173,50.188241502960445
1.1059002675831873,0.024009439084554822,54.73468798810561
0.24555909499241702,0.03311465824424244,50.629047222280605
0.8737238619978067,0.01705039837409289,50.36162124210168
0.283445148067485,0.042052630018900534,50.9404413506001
0.661179714068481,0.017887272660984364,52.276559937880066
0.12884292545557563,0.03906055537219212,50.585781311232395
0.22516333648471376,0.005871280236491677,50.44062829263414
0.5905150050054757,0.020288908810400748,50.31949623091683
0.9779894367292113,0.044340241021153595,50.566869795768284
0.05843265508911316,0.011641489250360414,51.92626782783764
0.904519813865583,0.008408395541401218,51.105043752952696
0.1615836136477881,0.0322515325345995,52.764559623813206
0.9259837669899231,0.0009073982665808505,50.344805295686484
0.7317399421105498,0.05511801838920011,54.069798718627396
0.5673188342824704,0.002806717787225528,53.074895119693295
0.047208877642118674,0.03243152190946919,50.814695467782876
0.0381807053628882,0.01801463994603738,50.555827961229944
0.1456970745523361,0.004350772777661084,50.1249994528139
0.7352731794834514,0.028354181473013627,50.58328564469421
0.4235189778979065,0.005134432403919897,51.630269747291386
0.18614067669948356,0.020908166169882853,50.65415993786545
0.18788849458102702,0.0021158827267673944,50.8258862410671
0.2499716336823955,0.02732666606702871,50.227753671770095
0.30193561710155176,0.08880069818836867,51.40246460467616
0.07536510497321736,0.02418514905353563,50.284758469588546
0.3502821394207437,0.003534159370073938,50.76923400564616
0.08488599183611081,0.01307116197513709,50.407048358580596
0.06654554225174142,0.041478822701320424,54.61516132370873
0.21404972913640002,0.003191946107270317,51.18159165567385
0.40950717656259905,0.0015523590719521436,50.71203451649582
0.4620017742173863,0.017854909511690217,50.32687103508165
0.12148884687798933,0.009741887245778173,50.188241502960445
1.1059002675831873,0.024009439084554822,54.73468798810561
0.24159048254626386,0.03832034581019997,50.98996838150669
0.8812120809736506,0.016733222468842148,50.354278385891945
0.3010710160124067,0.049806757446075864,51.31571532896152
0.9877506104975513,0.005922464535606926,53.57108114235655
0.12884292545557563,0.03906055537219212,50.585781311232395
0.22516333648471376,0.005871280236491677,50.44062829263414
0.7049602291177371,0.02245646458284368,50.3129287272423
0.9779894367292113,0.044340241021153595,50.566869795768284
0.18061316609338798,0.009463824733882893,51.82720852465918
0.904519813865583,0.008408395541401218,51.105043752952696
0.17601881235333972,0.031200312985617925,52.60411271557245
1.2548427326824099,0.0004967288436141526,50.110977424364194
0.6911096639405974,0.054035878038424204,53.835004728110064
0.5855103589487444,0.005573822831424387,52.805023118650816
0.02776812485039938,0.037974428767388664,50.95083573787706
0.0381807053628882,0.01801463994603738,50.555827961229944
0.1456970745523361,0.004350772777661084,50.1249994528139
0.8003998952911692,0.02802274159687289,50.34795475042332
0.4235189778979065,0.005134432403919897,51.630269747291386
0.18614067669948356,0.020908166169882853,50.65415993786545
0.18788849458102702,0.0021158827267673944,50.8258862410671
0.2499716336823955,0.02732666606702871,50.227753671770095
0.5357181550040566,0.06859738248191957,52.3674334328289
0.047001690055055,0.02610631752522736,50.24848944262831
0.3502821394207437,0.003534159370073938,50.76923400564616
0.08488599183611081,0.01307116197513709,50.407048358580596
0.05020930400699239,0.04428869575761357,55.156218973133356
0.21404972913640002,0.003191946107270317,51.18159165567385
0.28466757982105345,0.0028766178318503054,50.43423916269869
0.1266208801506299,0.0006400130971956214,50.1708769972743
0.12148884687798933,0.009741887245778173,50.188241502960445
1.038813720777396,0.02512023214799595,54.44402795913008
0.20590514272050112,0.02567906229800091,50.66808275031625
0.6880343736210253,0.01789354362078988,50.43762296075341
0.3121930880298277,0.03934881353847381,51.192206572950084
1.0339831663753816,0.00046877681936327575,54.36645238421283
0.1992602218645876,0.030953395535941265,50.83537760922864
0.19474596297448796,0.007846699588215433,50.45936838269977
0.657559376105936,0.019539056073536273,50.53479772401204
0.6391372450139481,0.026088552074586553,50.83953509573108
0.18061316609338798,0.009463824733882893,51.82720852465918
0.838081709220442,0.007956180307523878,51.17759044510973
0.16488616705258877,0.026840710617300437,52.327858438586794
1.3750775412513587,0.0004814590145803923,50.10459391595577
0.32348761337025933,0.0889498699685334,56.26352033184875
0.5855103589487444,0.005573822831424387,52.805023118650816
0.011487024776192595,0.038640990939382336,50.961797090497
0.0381807053628882,0.01801463994603738,50.555827961229944
0.1456970745523361,0.004350772777661084,50.1249994528139
0.8003998952911692,0.02802274159687289,50.34795475042332
0.4235189778979065,0.005134432403919897,51.630269747291386
0.18614067669948356,0.020908166169882853,50.65415993786545
0.18788849458102702,0.0021158827267673944,50.8258862410671
0.2499716336823955,0.02732666606702871,50.227753671770095
0.6180670950377054,0.08049113970239614,52.98406512276048
0.033095711301585035,0.025663627299383613,50.19488814831387
0.4148433671909696,0.0012141535861377919,50.85734059750183
0.08488599183611081,0.01307116197513709,50.407048358580596
0.05020930400699239,0.04428869575761357,55.156218973133356
0.20792668813131782,0.007078754595076569,51.065877012805856
0.28466757982105345,0.0028766178318503054,50.43423916269869
0.1266208801506299,0.0006400130971956214,50.1708769972743
0.12148884687798933,0.009741887245778173,50.188241502960445
1.0843986127920564,0.026464763004218884,54.68640245309106
0.20590514272050112,0.02567906229800091,50.66808275031625
0.6880343736210253,0.01789354362078988,50.43762296075341
0.3779354885345625,0.048966498849509585,51.47282379399839
1.0339831663753816,0.00046877681936327575,54.36645238421283
0.3032944038596016,0.016602098709301107,50.84597631125476
0.22602521507740786,0.011155609526162279,50.591827594493694
0.7318231433004355,0.01756657785622726,50.490271247889716
0.6391372450139481,0.026088552074586553,50.83953509573108
0.20980268567336063,0.008363860780573686,52.26024954249009
0.6524897869938838,0.013162418407750703,51.49470550992082
0.16488616705258877,0.026840710617300437,52.327858438586794
1.3750775412513587,0.0004814590145803923,50.10459391595577
0.32348761337025933,0.0889498699685334,56.26352033184875
0.5855103589487444,0.005573822831424387,52.805023118650816
0.011487024776192595,0.038640990939382336,50.961797090497
0.0381807053628882,0.01801463994603738,50.555827961229944
0.1456970745523361,0.004350772777661084,50.1249994528139
1.0479473907893844,0.040092685195123504,50.30653890441446
0.4235189778979065,0.005134432403919897,51.630269747291386
0.18614067669948356,0.020908166169882853,50.65415993786545
0.19277179894832547,0.0022335161726695293,50.87809342312522
0.2493951053191496,0.027268693456008852,50.23160502099451
0.605641828817147,0.09160764747330678,53.436279678176035
0.020633919491799144,0.027908297188099777,50.19582520196728
0.5225172945910762,0.013155291716891379,50.84879293528477
0.08488599183611081,0.01307116197513709,50.407048358580596
0.05020930400699239,0.04428869575761357,55.156218973133356
0.26374707641412803,0.00685627178695,51.32298508821239
0.28466757982105345,0.0028766178318503054,50.43423916269869
0.1266208801506299,0.0006400130971956214,50.1708769972743
0.12148884687798933,0.009741887245778173,50.188241502960445
1.0966769599713408,0.02187428974162332,56.16172981645358
0.21492147994420738,0.02542372162184772,50.30324922930605
0.6880343736210253,0.01789354362078988,50.43762296075341
0.29444149335838044,0.027893666271438567,51.204648025694276
0.9295710166974963,0.006376964616201471,53.02702832385664
0.34587239358510435,0.018208727340780162,51.000014649656556
0.27134914857781123,0.014995135329375728,50.85522828460437
0.545827412324621,0.013310707182083631,50.82116024303698
0.2476229591354362,0.012676903086191803,51.34998138816219
0.20980268567336063,0.008363860780573686,52.26024954249009
0.6639914113745884,0.013163049068283758,51.551864095394535
0.16488616705258877,0.026840710617300437,52.327858438586794
1.3750775412513587,0.0004814590145803923,50.10459391595577
0.40434052602322124,0.05815942515970586,54.06386609661804
0.5855103589487444,0.005573822831424387,52.805023118650816
0.011487024776192595,0.038640990939382336,50.961797090497
0.0381807053628882,0.01801463994603738,50.555827961229944
0.1456970745523361,0.004350772777661084,50.1249994528139
0.8793980360767452,0.034571005414635564,50.28501721754537
0.4235189778979065,0.005134432403919897,51.630269747291386
0.27225265032147095,0.015186045238368336,51.008256086237445
0.19277179894832547,0.0022335161726695293,50.87809342312522
0.2493951053191496,0.027268693456008852,50.23160502099451
0.45426007320610795,0.06061431863550573,52.35071427564576
0.020633919491799144,0.027908297188099777,50.19582520196728
0.5341204276612938,0.011758807941371113,51.209124653784656
0.024523233008830955,0.021727260937618037,50.68701788577585
0.05020930400699239,0.04428869575761357,55.156218973133356
0.26374707641412803,0.00685627178695,51.32298508821239
0.28466757982105345,0.0028766178318503054,50.43423916269869
0.1266208801506299,0.0006400130971956214,50.1708769972743
0.12206365576021097,0.008722439820649366,50.18629660674222
1.0966769599713408,0.02187428974162332,56.16172981645358
0.21492147994420738,0.02542372162184772,50.30324922930605
0.6136163229372271,0.01916628185951999,50.70650974623322
0.29444149335838044,0.027893666271438567,51.204648025694276
0.7756603001999134,0.005277296929986999,52.47955684699719
0.3110703991741097,0.01790167444661048,50.90359261640768
0.15471797839654555,0.01652219996180854,50.470404272753626
0.5914143689018566,0.01325374157431654,51.103061372450824
0.2476229591354362,0.012676903086191803,51.34998138816219
0.1893365697809194,0.006029895010487526,52.75283332981659
0.6639914113745884,0.013163049068283758,51.551864095394535
0.1557497078469697,0.02840479168022869,52.43584345413307
1.3750775412513587,0.0004814590145803923,50.10459391595577
0.40434052602322124,0.05815942515970586,54.06386609661804
0.5855103589487444,0.005573822831424387,52.805023118650816
0.011487024776192595,0.038640990939382336,50.961797090497
0.0381807053628882,0.01801463994603738,50.555827961229944
0.1456970745523361,0.004350772777661084,50.1249994528139
0.6423862293553629,0.03130826538518985,50.29152038459872
0.42441214915101316,0.004352768012108661,51.59587682659266
0.2604691854157058,0.026869374238315293,51.5530766004467
0.19277179894832547,0.0022335161726695293,50.87809342312522
0.15979351233807726,0.030940305402653023,50.00330244971236
0.47174661819879793,0.06254395714871905,52.46543930607716
0.1417011250991762,0.026123469575916825,50.30008993286303
0.5147286473232664,0.00825725178470606,51.373479234334205
0.07635409935286633,0.02273352419242268,50.582547060751565
0.05020930400699239,0.04428869575761357,55.156218973133356
0.2639252059211723,0.005768705398743558,51.31048128998692
0.26074623558455223,0.008252602969984063,50.351687311355356
0.1266208801506299,0.0006400130971956214,50.1708769972743
0.12206365576021097,0.008722439820649366,50.18629660674222
1.0966769599713408,0.02187428974162332,56.16172981645358
0.21492147994420738,0.02542372162184772,50.30324922930605
0.9933126245442991,0.016645224801566137,50.7941171959077
0.30296749166180087,0.049716584157701055,51.87669250754436
0.7756603001999134,0.005277296929986999,52.47955684699719
0.3110703991741097,0.01790167444661048,50.90359261640768
0.15471797839654555,0.01652219996180854,50.470404272753626
