N,a,r,rho_C,p_p_C,p_t_C,delta_p,H,H_p,H_t,H_t_over_H_p,delta_over_H,casimir_fraction,constraint_residual,continuity_residual,r0,epsilon
7.4199999999999999,1669.0335077447523,0.49999496397413107,-1.4165379642251257e-13,5.6618721540020153e-14,-9.9136258981266351e-14,-1.5575498052128651e-13,1,1.0000000000000173,0.99999999999999134,0.99999999999997402,-2.5984227512337071e-14,-4.7217932140837519e-18,0,1.7820594720792546e-16,0.5,0.0001
7.4400000000000004,1702.750221150754,0.49999496397413079,-1.307629350053459e-13,5.2265667365105702e-14,-9.1514301185225798e-14,-1.4377996855033151e-13,1,1.0000000000000162,0.9999999999999919,0.99999999999997569,-2.4469467402921269e-14,-4.3587645001781969e-18,0,0,0.5,0.0001
7.46,1737.1480573488532,0.49999496397413057,-1.2070940280492829e-13,4.8247291899535747e-14,-8.4478347352232021e-14,-1.3272563925176776e-13,1,1.0000000000000153,0.99999999999999234,0.99999999999997702,-2.3042451098035824e-14,-4.0236467601642769e-18,0,0,0.5,0.0001
7.4800000000000004,1772.2407759321766,0.49999496397413035,-1.1142882289179797e-13,4.453786382134896e-14,-7.7983343356573469e-14,-1.2252120717792242e-13,1,1.0000000000000144,0.99999999999999278,0.99999999999997835,-2.1698256217214513e-14,-3.7142940963932661e-18,0,0,0.5,0.0001
7.5,1808.0424144560632,0.49999496397413012,-1.0286176787004029e-13,4.1113630126629269e-14,-7.198769899833478e-14,-1.1310132912496405e-13,1,1.0000000000000135,0.99999999999999323,0.99999999999997968,-2.0432305734852385e-14,-3.4287255956680096e-18,0,0,0.5,0.0001
7.5200000000000005,1844.5672940532875,0.49999496397412996,-9.4953379339061674e-14,3.7952664029185504e-14,-6.6453021684123593e-14,-1.0440568571330909e-13,1,1.0000000000000129,0.99999999999999356,0.99999999999998068,-1.9240330431987949e-14,-3.1651126446353893e-18,0,1.3292601665566967e-16,0.5,0.0001
7.54,1881.8300251626902,0.49999496397412974,-8.7653016612539042e-14,3.5034724554261325e-14,-6.1343870583400181e-14,-9.6378595137661512e-14,1,1.000000000000012,0.999999999999994,0.99999999999998201,-1.811832302955407e-14,-2.9217672204179679e-18,0,0,0.5,0.0001
7.5600000000000005,1919.8455133735608,0.49999496397412957,-8.0913932445133993e-14,3.2341126927191846e-14,-5.662752968616292e-14,-8.8968656613354766e-14,1,1.0000000000000113,0.99999999999999434,0.99999999999998301,-1.7062482838202766e-14,-2.6971310815044662e-18,0,0,0.5,0.0001
7.5800000000000001,1958.628965388061,0.4999949639741294,-7.4692973690527307e-14,2.9854622927055863e-14,-5.2273798308791585e-14,-8.2128421235847448e-14,1,1.0000000000000107,0.99999999999999467,0.99999999999998401,-1.606914975981161e-14,-2.4897657896842439e-18,0,1.6898208572912851e-16,0.5,0.0001
7.6000000000000005,1998.195895104119,0.49999496397412924,-6.8950304973952584e-14,2.7559290439174466e-14,-4.8254797706563531e-14,-7.5814088145737991e-14,1,1.00000000000001,0.999999999999995,0.99999999999998501,-1.513472647577716e-14,-2.2983434991317529e-18,0,1.8305610813910628e-16,0.5,0.0001
7.6200000000000001,2038.562129821184,0.49999496397412913,-6.364915360979952e-14,2.5440431499218941e-14,-4.4544792554509232e-14,-6.9985224053728169e-14,1,1.0000000000000095,0.99999999999999523,0.99999999999998568,-1.4255587657203264e-14,-2.1216384536599843e-18,0,9.9151157303001077e-17,0.5,0.0001
7.6400000000000006,2079.7438165713702,0.49999496397412896,-5.8755574130879782e-14,2.348447817605845e-14,-4.112002615346911e-14,-6.4604504329527566e-14,1,1.0000000000000089,0.99999999999999556,0.99999999999998668,-1.3427975032089238e-14,-1.9585191376959926e-18,0,1.0740916645134674e-16,0.5,0.0001
7.6600000000000001,2121.7574285784708,0.49999496397412885,-5.423823092154697e-14,2.167890569067982e-14,-3.7958568306113393e-14,-5.963747399679321e-14,1,1.0000000000000084,0.99999999999999578,0.99999999999998734,-1.2647877144626198e-14,-1.8079410307182323e-18,0,0,0.5,0.0001
7.6799999999999997,2164.6197718474782,0.49999496397412874,-5.0068197562773178e-14,2.0012152214840839e-14,-3.5040174888807009e-14,-5.5052327103647848e-14,1,1.000000000000008,0.999999999999996,0.99999999999998801,-1.191163207931601e-14,-1.6689399187591059e-18,0,0,0.5,0.0001
7.7000000000000002,2208.347991887209,0.49999496397412863,-4.6218771604311363e-14,1.8473544835897079e-14,-3.2346158220104221e-14,-5.08197030560013e-14,1,1.0000000000000075,0.99999999999999623,0.99999999999998868,-1.1218117154057107e-14,-1.5406257201437121e-18,0,0,0.5,0.0001
7.7199999999999998,2252.959580568725,0.49999496397412851,-4.2665303577850379e-14,1.7053231213723046e-14,-2.9859267395786711e-14,-4.691249860950976e-14,1,1.0000000000000071,0.99999999999999645,0.99999999999998934,-1.0564963519152814e-14,-1.422176785928346e-18,0,1.4791614526433119e-16,0.5,0.0001
7.7400000000000002,2298.4723831223318,0.4999949639741284,-3.9385039156261841e-14,1.5742116492098537e-14,-2.7563577824180191e-14,-4.3305694316278728e-14,1,1.0000000000000067,0.99999999999999667,0.99999999999999001,-9.9497921776627983e-15,-1.3128346385420615e-18,0,1.6023564726518077e-16,0.5,0.0001
7.7599999999999998,2344.9046052758927,0.49999496397412829,-3.6356973448223078e-14,1.4531805060578843e-14,-2.5444389254400964e-14,-3.9976194314979804e-14,1,1.0000000000000062,0.99999999999999689,0.99999999999999067,-9.3703919661957444e-15,-1.2118991149407694e-18,0,0,0.5,0.0001
7.7800000000000002,2392.2748205373778,0.49999496397412818,-3.3561716495199568e-14,1.3414546793924343e-14,-2.3488131644561952e-14,-3.6902678438486299e-14,1,1.0000000000000058,0.99999999999999711,0.99999999999999134,-8.8246999564386322e-15,-1.118723883173319e-18,0,1.8803827398609868e-16,0.5,0.0001
7.7999999999999998,2440.6019776244984,0.49999496397412813,-3.0981369109512767e-14,1.2383187424840027e-14,-2.1682278267176396e-14,-3.4065465692016424e-14,1,1.0000000000000056,0.99999999999999722,0.99999999999999167,-8.3107844036723642e-15,-1.0327123036504256e-18,0,0,0.5,0.0001
