run_id,run_kind,perturbation,r0,epsilon,delta0,max_q,N_at_max_q,first_crossing_N,last_crossing_N,dwell_time_within_0p1_percent,dwell_time_within_1_percent,q_at_N_10,q_at_N_20,max_abs_delta_over_H,max_abs_casimir_fraction,minimum_H_p,minimum_H_t,constraint_residual,continuity_residual,classification,valid,invalid_reason
11,grid,baseline,1.01,2.8729848333536687e-05,0.0,1.000000050782141,0.29,,,0.0,0.0,0.9999999999999997,1.0000000000000016,5.0782139211504027e-08,8.021355678003305e-06,0.9999959893462892,0.9999959893462892,1.480307897443212e-16,2.8814214460423947e-16,NO_CROSSING,True,
12,grid,baseline,1.01,4.019450333615128e-05,0.0,1.000000071046887,0.29,,,0.0,0.0,0.9999999999997319,1.0,7.10468837803481e-08,1.1222316102904076e-05,0.9999943888891758,0.9999943888891758,1.4803139785318447e-16,2.846103388606789e-16,NO_CROSSING,True,
13,grid,baseline,1.01,5.623413251903491e-05,0.0,1.0000000993983995,0.29,,,0.0,0.0,0.9999999999999903,0.9999999999999997,9.939839287267943e-08,1.570065518086965e-05,0.9999921497648498,0.9999921497648498,1.4803196964739582e-16,2.8837686765331806e-16,NO_CROSSING,True,
14,grid,baseline,1.01,7.86743807659941e-05,0.0,1.0000001390638116,0.29,,,0.0,0.0,0.9999999999999997,0.9999999999999997,1.3906379881548784e-07,2.1966144188568897e-05,0.9999890171088442,0.9999890171088442,1.480328607578078e-16,2.8144916512373256e-16,NO_CROSSING,True,
15,grid,baseline,1.01,0.00011006941712522103,0.0,1.0000001945581483,0.29,,,0.0,0.0,0.9999999999999544,1.0,1.945581229701082e-07,3.073201031181175e-05,0.9999846343490062,0.9999846343490062,1.4803377142669735e-16,2.902416560374201e-16,NO_CROSSING,True,
16,grid,baseline,1.01,0.0001539926526059492,0.0,1.000000272198355,0.29,,,0.0,0.0,0.999999999999996,0.9999999999999997,2.72198305547367e-07,4.2996155969258884e-05,0.9999785026152416,0.9999785026152416,1.4803561196477749e-16,3.0154492857571584e-16,NO_CROSSING,True,
17,grid,baseline,1.01,0.00021544346900318845,0.0,1.0000003808225506,0.29,,,0.0,0.0,0.9999999999999997,1.0,3.8082245394104915e-07,6.015481762956405e-05,0.999969923948093,0.999969923948093,1.4803795665447098e-16,3.1490461094412136e-16,NO_CROSSING,True,
18,grid,baseline,1.01,0.0003014162529877392,0.0,1.000000532796482,0.29,,,0.0,0.0,0.9999999999999983,1.0,5.327962929198202e-07,8.4161636784677e-05,0.9999579218376142,0.9999579218376142,1.4804035285400236e-16,3.187158753078765e-16,NO_CROSSING,True,
19,grid,baseline,1.01,0.00042169650342858224,0.0,1.0000007454219564,0.29,,,0.0,0.0,0.999999999999996,1.0,7.454215859302866e-07,0.00011775031899429898,0.9999411300394193,0.9999411300394193,1.480464836264822e-16,3.2729117263489006e-16,NO_CROSSING,True,
20,grid,baseline,1.01,0.0005899746255923565,0.0,1.0000010429080157,0.29,,,0.0,0.0,0.999999999999991,0.9999999999999993,1.0429072906039508e-06,0.00016474636193051286,0.9999176369956491,0.9999176369956491,1.4805412397725264e-16,2.825178033160293e-16,NO_CROSSING,True,
21,grid,baseline,1.01,0.000825404185268019,0.0,1.0000014591301016,0.29,,,0.0,0.0,0.9999999999999887,0.9999999999999997,1.4591286822493752e-06,0.00023050360319990676,0.9998847681190404,0.9998847681190404,1.480638580043584e-16,3.322791397644053e-16,NO_CROSSING,True,
22,grid,baseline,1.01,0.0011547819846894581,0.0,1.0000020414929613,0.29,,,0.0,0.0,1.0000000000000007,1.0,2.0414901828787073e-06,0.0003225158042879494,0.9998387810935421,0.9998387810935421,1.4807747854625098e-16,3.143774638444818e-16,NO_CROSSING,True,
23,grid,baseline,1.01,0.0016155980984398745,0.0,1.0000028563403458,0.29,,,0.0,0.0,1.0,0.999999999999998,2.856334906637951e-06,0.00045127391627122076,0.999774439381212,0.999774439381212,1.4809391809770607e-16,2.897211752300071e-16,NO_CROSSING,True,
24,grid,baseline,1.01,0.0022603030271419215,0.0,1.0000039965338186,0.29,,,0.0,0.0,1.0000000000000009,1.0,3.996523170552364e-06,0.000631468629822314,0.9996844151386812,0.9996844151386812,1.4812321275164184e-16,3.018819054058453e-16,NO_CROSSING,True,
25,grid,baseline,1.01,0.0031622776601683794,0.0,1.000005592076212,0.29,,,0.0,0.0,1.0000000000000009,1.0,5.59205536464184e-06,0.0008836790612236197,0.9995584530871688,0.9995584530871688,1.4815541387671627e-16,3.1747305135818877e-16,NO_CROSSING,True,
26,grid,baseline,1.01,0.004424185553847919,0.0,1.0000078250142033,0.29,,,0.0,0.0,0.9999999999999997,0.999999999999988,7.824973382958523e-06,0.001236747585479346,0.9993821991959767,0.9993821991959767,1.4819208724268453e-16,3.3153768973663034e-16,NO_CROSSING,True,
27,grid,baseline,1.01,0.00618965818891261,0.0,1.0000109503658778,0.29,,,0.0,0.0,1.0000000000000007,0.9999999999999997,1.0950285938174783e-05,0.0017311264513113682,0.9991355589551434,0.9991355589551434,1.482312420197729e-16,3.1764985905522736e-16,NO_CROSSING,True,
28,grid,baseline,1.01,0.008659643233600663,0.0,1.0000153255526654,0.29,,,0.0,0.0,1.0000000000000007,0.9999999999999997,1.5325396085158287e-05,0.0024236072492911835,0.998790394638068,0.998790394638068,1.4836085762330037e-16,3.183600453647671e-16,NO_CROSSING,True,
29,grid,baseline,1.01,0.012115276586285901,0.0,1.0000214518770831,0.29,,,0.0,0.0,0.9999999999999997,0.9999999999999907,2.1451570298735884e-05,0.0033940309907875125,0.9983072921152433,0.9983072921152433,1.4845765383933766e-16,2.8531746912241836e-16,NO_CROSSING,True,
30,grid,baseline,1.01,0.01694988151390348,0.0,1.0000300331442804,0.29,,,0.0,0.0,1.0000000000000002,0.9999999999999987,3.003254296598033e-05,0.004754860054640228,0.9976310147780373,0.9976310147780373,1.4870587246688316e-16,3.262952021285776e-16,NO_CROSSING,True,
