run_id,run_kind,perturbation,r0,epsilon,delta0,max_q,N_at_max_q,first_crossing_N,last_crossing_N,dwell_time_within_0p1_percent,dwell_time_within_1_percent,q_at_N_10,q_at_N_20,max_abs_delta_over_H,max_abs_casimir_fraction,minimum_H_p,minimum_H_t,constraint_residual,continuity_residual,classification,valid,invalid_reason
31,grid,baseline,1.01,0.023713737056616554,0.0,1.0000420588433652,0.29,,,0.0,0.0,1.0,1.0,4.2057664100648457e-05,0.0066649346894771255,0.9966840986790669,0.9966840986790669,1.489774120081405e-16,3.2702463277322847e-16,NO_CROSSING,True,
32,grid,baseline,1.01,0.03317671127842862,0.0,1.0000589228282504,0.29,,,0.0,0.0,0.9999999999999997,1.0000000000000002,5.89205137414575e-05,0.009349445169397895,0.9953578036418921,0.9953578036418921,1.4930640816440724e-16,2.959842140125926e-16,NO_CROSSING,True,
33,grid,baseline,1.01,0.04641588833612782,0.0,1.000082593932845,0.29,,,0.0,0.0,1.0000000000000002,1.0000000000000002,8.25893852569899e-05,0.013129328399871541,0.9934992787968818,0.9934992787968818,1.4975093860475315e-16,3.279389162268034e-16,NO_CROSSING,True,
34,grid,baseline,1.01,0.06493816315762113,0.0,1.0001158637945942,0.29,,,0.0,0.0,1.0000000000000004,1.0,0.00011585484567284544,0.0184653357657391,0.9908932590904078,0.9908932590904078,1.507631554066286e-16,3.320932255511972e-16,NO_CROSSING,True,
35,grid,baseline,1.01,0.0908517575651688,0.0,1.00016271190746,0.29,,,0.0,0.0,1.0000000000000004,1.0,0.00016269425926451804,0.026025706775591306,0.9872357619136813,0.9872357619136813,1.5188231513594146e-16,3.0188139798756286e-16,NO_CROSSING,True,
36,grid,baseline,1.01,0.12710617996147458,0.0,1.000228853582556,0.29,,,0.0,0.0,1.0,1.0000000000000004,0.0002288186719076018,0.03679339347340661,0.9820958806279636,0.9820958806279636,1.532551533469457e-16,3.0519722488738307e-16,NO_CROSSING,True,
37,grid,baseline,1.01,0.1778279410038923,0.0,1.0003226132579124,0.28,,,0.0,0.0,1.0000000000000002,1.0,0.00032254388662302804,0.05224286006103845,0.9748594505846309,0.9748594505846309,1.5544480911707144e-16,3.1750996911235163e-16,NO_CROSSING,True,
38,grid,baseline,1.01,0.24879023672388398,0.0,1.0004562370925927,0.28,,,0.0,0.0,1.0000000000000004,1.0,0.00045609836659760324,0.07464658671476886,0.964644223926232,0.964644223926232,1.5817188654858683e-16,3.3283467997534644e-16,NO_CROSSING,True,
39,grid,baseline,1.01,0.3480700588428413,0.0,1.0006481443026054,0.28,,,0.0,0.0,1.0000000000000007,1.0000000000000002,0.0006478643628750751,0.10764070432379788,0.9501683202889204,0.9501683202889204,1.6199200096066153e-16,2.899156409188271e-16,NO_CROSSING,True,
40,grid,baseline,1.01,0.4869675251658631,0.0,1.000926884441928,0.28,,,0.0,0.0,1.0000000000000007,1.0,0.0009263120524412819,0.15735374281650416,0.9295375529046612,0.9295375529046612,1.7027220240688562e-16,3.273869500725419e-16,NO_CROSSING,True,
41,grid,baseline,1.01,0.6812920690579622,0.0,1.0013388286312848,0.27,,,0.0,0.0,1.0000000000000009,1.0,0.001337634722175211,0.23489536744207923,0.8998806623073673,0.8998806623073673,1.811329330139386e-16,3.36859642688689e-16,NO_CROSSING,True,
42,grid,baseline,1.01,0.9531618832347882,0.0,1.001964206713258,0.27,,,0.0,0.0,1.000000000000002,1.0000000000000002,0.0019616380048989982,0.36262071585386196,0.8566679247252166,0.8566679247252166,1.9888058975762476e-16,3.30875315244098e-16,NO_CROSSING,True,
43,grid,baseline,1.01,1.333521432163324,0.0,1.002955789791227,0.26,,,0.0,0.0,1.0000000000000027,1.0000000000000002,0.0029499767837190554,0.5931567239698365,0.7922655091693601,0.7922655091693601,2.1293912849177121e-16,3.3124111407127133e-16,NO_CROSSING,True,
44,grid,baseline,1.01,1.865663578576915,0.0,1.0046572008627639,0.24,,,0.0,0.0,1.000000000000004,1.0,0.004642785938312328,1.0871943190308684,0.6921792213464876,0.6921792213464876,2.380826783950145e-16,3.262983813523894e-16,NO_CROSSING,True,
45,grid,baseline,1.01,2.6101572156825386,0.0,1.00813128662162,0.21,,,0.0,0.0,1.0000000000000062,1.0000000000000009,0.008087445728781773,2.686614414215849,0.5208181872288048,0.5208181872288048,2.220446049250313e-16,3.2289996217291005e-16,NO_CROSSING,True,
46,grid,baseline,1.01,3.651741272548377,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
47,grid,baseline,1.01,5.108969774506935,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
48,grid,baseline,1.01,7.1477057679418605,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
49,grid,baseline,1.01,10.0,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
50,grid,baseline,1.05,1e-06,0.0,1.0000000088496244,0.29,,,0.0,0.0,0.9999999999999913,1.0,8.84962428252033e-09,2.7962937398725483e-07,0.9999998601853423,0.9999998601853423,1.4802977801015014e-16,3.308405202919458e-16,NO_CROSSING,True,
51,grid,baseline,1.05,1.3990503141372929e-06,0.0,1.0000000123810706,0.29,,,0.0,0.0,0.9999999999997808,1.0000000000000022,1.2381070432537701e-08,3.912156071731423e-07,0.9999998043922538,0.9999998043922538,1.4802979007577815e-16,3.0892800397696385e-16,NO_CROSSING,True,
52,grid,baseline,1.05,1.9573417814876616e-06,0.0,1.0000000173217423,0.29,,,0.0,0.0,1.0000000000000007,1.0000000000000013,1.7321741971512745e-08,5.473304035573253e-07,0.9999997263349105,0.9999997263349105,1.4802981140865587e-16,3.308405201442737e-16,NO_CROSSING,True,
53,grid,baseline,1.05,2.7384196342643613e-06,0.0,1.0000000242339917,0.29,,,0.0,0.0,0.999999999999961,1.0000000000000073,2.4233991232551586e-08,7.657429402814973e-07,0.9999996171287497,0.9999996171287497,1.4802984552478606e-16,3.265193676972341e-16,NO_CROSSING,True,
54,grid,baseline,1.05,3.831186849557285e-06,0.0,1.000000033904579,0.29,,,0.0,0.0,0.9999999999999744,1.0,3.390457810426538e-08,1.0713132285103843e-06,0.9999994643438161,0.9999994643438161,1.4802988898464173e-16,3.259727831614001e-16,NO_CROSSING,True,
55,grid,baseline,1.05,5.3600231653917955e-06,0.0,1.000000047434222,0.29,,,0.0,0.0,0.9999999999999027,1.0000000000000016,4.743422067332444e-08,1.4988217496450026e-06,0.9999992505899676,0.9999992505899676,1.4802995848687635e-16,3.302867017750507e-16,NO_CROSSING,True,
56,grid,baseline,1.05,7.498942093324558e-06,0.0,1.0000000663628845,0.29,,,0.0,0.0,0.9999999999999993,1.0,6.636288155457459e-08,2.096928293860553e-06,0.999998951537502,0.999998951537502,1.4803004702443057e-16,2.9664905087490554e-16,NO_CROSSING,True,
57,grid,baseline,1.05,1.0491397291363112e-05,0.0,1.0000000928450565,0.29,,,0.0,0.0,0.9999999999999947,0.9999999999999993,9.284505070591139e-08,2.933710643119073e-06,0.9999985331479059,0.9999985331479059,1.4803009217195381e-16,2.9244767369057193e-16,NO_CROSSING,True,
58,grid,baseline,1.05,1.4677992676220705e-05,0.0,1.000000129894988,0.29,,,0.0,0.0,1.0000000000000002,1.0000000000000018,1.2989497684537875e-07,4.104413601873083e-06,0.9999979477995163,0.9999979477995163,1.4803032036849113e-16,3.0608727520171697e-16,NO_CROSSING,True,
59,grid,baseline,1.05,2.0535250264571462e-05,0.0,1.0000001817297846,0.29,,,0.0,0.0,0.999999999999997,0.9999999999999997,1.8172976264244996e-07,5.742290544161187e-06,0.9999971288670931,0.9999971288670931,1.4803058664644434e-16,3.1336615815331676e-16,NO_CROSSING,True,
60,grid,baseline,1.05,2.8729848333536687e-05,0.0,1.0000002542494237,0.29,,,0.0,0.0,0.9999999999999997,0.999999999999999,2.54249380765441e-07,8.033771798765916e-06,0.9999959831383035,0.9999959831383035,1.4803083442023783e-16,3.256089015790235e-16,NO_CROSSING,True,
61,grid,baseline,1.05,4.019450333615128e-05,0.0,1.0000003557083423,0.29,,,0.0,0.0,0.999999999999994,1.0,3.5570825805166984e-07,1.1239686991849071e-05,0.9999943802038775,0.9999943802038775,1.480314004245926e-16,2.8425648874184387e-16,NO_CROSSING,True,
62,grid,baseline,1.05,5.623413251903491e-05,0.0,1.0000004976550556,0.29,,,0.0,0.0,0.9999999999999983,1.0,4.976548903858341e-07,1.572495814634339e-05,0.9999921376136535,0.9999921376136535,1.4803197310389075e-16,2.9648344948875045e-16,NO_CROSSING,True,
63,grid,baseline,1.05,7.86743807659941e-05,0.0,1.0000006962467913,0.29,,,0.0,0.0,0.9999999999999963,1.0,6.962464682839965e-07,2.2000145686440477e-05,0.9999890001086559,0.9999890001086559,1.4803299329245901e-16,3.182232969045785e-16,NO_CROSSING,True,
64,grid,baseline,1.05,0.00011006941712522103,0.0,1.0000009740888527,0.29,,,0.0,0.0,0.9999999999999997,0.9999999999999983,9.740882200877776e-07,3.077958095270202e-05,0.999984610564783,0.999984610564783,1.4803346697328783e-16,3.1441791777935115e-16,NO_CROSSING,True,
65,grid,baseline,1.05,0.0001539926526059492,0.0,1.000001362808241,0.29,,,0.0,0.0,0.999999999999962,0.999999999999999,1.3628070026990907e-06,4.306271132301245e-05,0.9999784693397125,0.9999784693397125,1.4803539031830582e-16,2.9277446216058235e-16,NO_CROSSING,True,
66,grid,baseline,1.05,0.00021544346900318845,0.0,1.0000019066547676,0.29,,,0.0,0.0,1.0000000000000004,1.0,1.9066523441915902e-06,6.024793511593682e-05,0.9999698773935538,0.9999698773935538,1.4803830538357528e-16,3.7753625810481956e-16,NO_CROSSING,True,
67,grid,baseline,1.05,0.0003014162529877392,0.0,1.0000026675401497,0.29,,,0.0,0.0,1.0000000000000007,1.0,2.6675354057931357e-06,8.429191909280559e-05,0.9999578567046893,0.9999578567046893,1.4804221432726976e-16,3.1715877093027673e-16,NO_CROSSING,True,
68,grid,baseline,1.05,0.00042169650342858224,0.0,1.0000037320898263,0.29,,,0.0,0.0,1.0,1.0,3.7320805407054335e-06,0.00011793260275158437,0.9999410389136487,0.9999410389136487,1.4804650955162435e-16,2.856546123440591e-16,NO_CROSSING,True,
69,grid,baseline,1.05,0.0005899746255923565,0.0,1.0000052215124777,0.29,,,0.0,0.0,1.0,1.0,5.221494301704045e-06,0.00016500141006495087,0.9999175095031134,0.9999175095031134,1.4805228355383045e-16,2.842564158634486e-16,NO_CROSSING,True,
70,grid,baseline,1.05,0.000825404185268019,0.0,1.0000073054151595,0.29,,,0.0,0.0,1.0,1.0,7.305379580230641e-06,0.00023086047533032655,0.9998845897447003,0.9998845897447003,1.4806391083204588e-16,3.010787825782441e-16,NO_CROSSING,True,
71,grid,baseline,1.05,0.0011547819846894581,0.0,1.0000102211454487,0.29,,,0.0,0.0,1.0,1.0,1.0221075801217348e-05,0.00032301517828837745,0.9998385315273786,0.9998385315273786,1.4807755246845277e-16,3.3195076484562654e-16,NO_CROSSING,True,
72,grid,baseline,1.05,0.0016155980984398745,0.0,1.000014300879623,0.29,,,0.0,0.0,1.0000000000000002,1.0,1.4300743280635898e-05,0.00045197274562978104,0.9997740902031048,0.9997740902031048,1.4809401748547655e-16,3.099646472561709e-16,NO_CROSSING,True,
73,grid,baseline,1.05,0.0022603030271419215,0.0,1.0000200095742988,0.29,,,0.0,0.0,1.0,0.9999999999999987,2.0009307380299952e-05,0.0006324466797533321,0.9996839265769145,0.9996839265769145,1.481233575321155e-16,3.2761494246214484e-16,NO_CROSSING,True,
74,grid,baseline,1.05,0.0031622776601683794,0.0,1.0000279981684332,0.29,,,0.0,0.0,1.0000000000000007,0.9999999999999997,2.7997645844682374e-05,0.000885048092692441,0.9995577694784729,0.9995577694784729,1.481556085742726e-16,3.2225417946325776e-16,NO_CROSSING,True,
75,grid,baseline,1.05,0.004424185553847919,0.0,1.0000391782227427,0.29,,,0.0,0.0,1.0000000000000002,1.0,3.9177199480607665e-05,0.0012386642819728656,0.9993812426242111,0.9993812426242111,1.4821309576410448e-16,3.1804498704464274e-16,NO_CROSSING,True,
76,grid,baseline,1.05,0.00618965818891261,0.0,1.0000548267502483,0.29,,,0.0,0.0,1.0,0.9999999999999977,5.48247463397235e-05,0.0017338106569835655,0.999134220332496,0.999134220332496,1.4827631178102977e-16,3.2688332213682243e-16,NO_CROSSING,True,
77,grid,baseline,1.05,0.008659643233600663,0.0,1.0000767336766925,0.29,,,0.0,0.0,0.9999999999999997,1.0000000000000007,7.672975152189267e-05,0.0024273677859174515,0.9987885211899238,0.9987885211899238,1.4838905923070874e-16,3.272482494773827e-16,NO_CROSSING,True,
78,grid,baseline,1.05,0.012115276586285901,0.0,1.0001074097111817,0.29,,,0.0,0.0,1.0000000000000004,0.9999999999999997,0.00010740202050171271,0.0033993023700444585,0.998304669797662,0.998304669797662,1.485329344512057e-16,2.934275572864388e-16,NO_CROSSING,True,
79,grid,baseline,1.05,0.01694988151390348,0.0,1.0001503802486515,0.29,,,0.0,0.0,1.0000000000000002,1.0000000000000004,0.00015036517401661252,0.004762255012716787,0.9976273435348811,0.9976273435348811,1.487346919719215e-16,3.763153565017814e-16,NO_CROSSING,True,
80,grid,baseline,1.05,0.023713737056616554,0.0,1.0002106026276132,0.29,,,0.0,0.0,1.0000000000000002,1.0,0.00021057306278631394,0.006675320011907507,0.9966789575415937,0.9966789575415937,1.4901788247988229e-16,3.304675475850863e-16,NO_CROSSING,True,
81,grid,baseline,1.05,0.03317671127842862,0.0,1.0002950619008866,0.29,,,0.0,0.0,1.0000000000000002,1.0000000000000013,0.0002950038712844845,0.00936405241521005,0.9953506013402661,0.9953506013402661,1.4936105396905943e-16,3.3009817825825233e-16,NO_CROSSING,True,
82,grid,baseline,1.05,0.04641588833612782,0.0,1.0004136281774785,0.29,,,0.0,0.0,1.0000000000000002,1.0000000000000007,0.0004135141500756236,0.013149918141174749,0.9934891835500191,0.9934891835500191,1.4989902525016935e-16,3.187499336822224e-16,NO_CROSSING,True,
83,grid,baseline,1.05,0.06493816315762113,0.0,1.0005803036412153,0.29,,,0.0,0.0,1.0000000000000007,1.0000000000000007,0.0005800792264904729,0.01849444632434869,0.9908790981578094,0.9908790981578094,1.5076746463495232e-16,3.048839684598617e-16,NO_CROSSING,True,
84,grid,baseline,1.05,0.0908517575651688,0.0,1.0008150628318617,0.29,,,0.0,0.0,1.0000000000000009,1.0000000000000009,0.0008146201874372132,0.02606704129905421,0.9872158765996127,0.9872158765996127,1.5188843387456286e-16,3.3945088524243777e-16,NO_CROSSING,True,
85,grid,baseline,1.05,0.12710617996147458,0.0,1.0011466217256992,0.29,,,0.0,0.0,1.0000000000000013,1.0000000000000007,0.001145745900937883,0.03685244368599318,0.9820679143553258,0.9820679143553258,1.5348499414920643e-16,3.3211616504758267e-16,NO_CROSSING,True,
86,grid,baseline,1.05,0.1778279410038923,0.0,1.0016168549973345,0.28,,,0.0,0.0,1.0000000000000016,1.0000000000000018,0.0016151140605078712,0.052327956760869584,0.9748200336905586,0.9748200336905586,1.5577583027368849e-16,3.3081205356168955e-16,NO_CROSSING,True,
87,grid,baseline,1.05,0.24879023672388398,0.0,1.0022875052228772,0.28,,,0.0,0.0,1.000000000000002,1.0000000000000002,0.002284022081250579,0.07477076923382892,0.9645884932468903,0.9645884932468903,1.5909803389299834e-16,3.170008729739915e-16,NO_CROSSING,True,
88,grid,baseline,1.05,0.3480700588428413,0.0,1.003251666067133,0.28,,,0.0,0.0,1.0000000000000029,1.0000000000000004,0.003244632426358842,0.10782528340016749,0.9500891613730577,0.9500891613730577,1.6030300961892322e-16,3.2309926996438667e-16,NO_CROSSING,True,
89,grid,baseline,1.05,0.4869675251658631,0.0,1.0046541709574666,0.28,,,0.0,0.0,1.000000000000004,1.0,0.004639774754193102,0.1576357003183401,0.929424345421932,0.929424345421932,1.7031181321286128e-16,2.934302723544586e-16,NO_CROSSING,True,
90,grid,baseline,1.05,0.6812920690579622,0.0,1.006731312169539,0.27,,,0.0,0.0,1.000000000000006,1.000000000000001,0.006701240076951585,0.2353445234477914,0.8997170546893144,0.8997170546893144,1.7292867008677675e-16,3.3257048854086633e-16,NO_CROSSING,True,
91,grid,baseline,1.05,0.9531618832347882,0.0,1.0098951683346702,0.27,,,0.0,0.0,1.0000000000000087,1.0000000000000002,0.00983031988795361,0.36338597071438317,0.8564274714257569,0.8564274714257569,1.9633633619549237e-16,3.103131946891916e-16,NO_CROSSING,True,
92,grid,baseline,1.05,1.333521432163324,0.0,1.0149370940514126,0.26,,,0.0,0.0,1.0000000000000127,1.0000000000000002,0.014789816135004975,0.5946207929719033,0.7919017243301364,0.7919017243301364,2.2117932883880402e-16,2.973900863488741e-16,NO_CROSSING,True,
93,grid,baseline,1.05,1.865663578576915,0.0,1.0236613063196394,0.24,,,0.0,0.0,1.0000000000000193,0.9999999999999987,0.023293864149631055,1.090712645904264,0.6915965639972022,0.6915965639972022,2.5839905323450325e-16,3.204094403507317e-16,NO_CROSSING,True,
94,grid,baseline,1.05,2.6101572156825386,0.0,1.0417712200508058,0.21,,,0.0,0.0,1.0000000000000318,1.0,0.040639512050396176,2.7020093370109866,0.5197341395995295,0.5197341395995295,2.4064882711588685e-16,3.2995659368924495e-16,NO_CROSSING,True,
95,grid,baseline,1.05,3.651741272548377,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
96,grid,baseline,1.05,5.108969774506935,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
97,grid,baseline,1.05,7.1477057679418605,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
98,grid,baseline,1.05,10.0,0.0,,,,,0.0,0.0,,,,,,,,,INVALID,False,rho_total_nonpositive
99,grid,baseline,1.1,1e-06,0.0,1.0000000178114208,0.29,,,0.0,0.0,0.9999999999999657,1.0,1.781142060989481e-08,2.80931234756641e-07,0.9999998595344123,0.9999998595344123,1.480297782028642e-16,3.248247958489548e-16,NO_CROSSING,True,
100,grid,baseline,1.1,1.3990503141372929e-06,0.0,1.0000000249190755,0.29,,,0.0,0.0,1.0000000000000069,1.0000000000000029,2.491907499709089e-08,3.9303697629894055e-07,0.9999998034815698,0.9999998034815698,1.4802979251653085e-16,4.3309972747373e-16,NO_CROSSING,True,
101,grid,baseline,1.1,1.9573417814876616e-06,0.0,1.0000000348630431,0.29,,,0.0,0.0,0.999999999999993,1.0000000000000002,3.4863042255055966e-08,5.498785914024045e-07,0.9999997250608177,0.9999997250608177,1.4802980881057248e-16,3.2857257806614685e-16,NO_CROSSING,True,
102,grid,baseline,1.1,2.7384196342643613e-06,0.0,1.000000048775157,0.29,,,0.0,0.0,0.9999999999999647,1.0000000000000036,4.8775155378289287e-08,7.693079848475608e-07,0.9999996153462295,0.9999996153462295,1.4802984603182596e-16,2.789319977521138e-16,NO_CROSSING,True,
103,grid,baseline,1.1,3.831186849557285e-06,0.0,1.0000000682389103,0.29,,,0.0,0.0,0.9999999999999637,1.0,6.823890718503854e-08,1.0763009082857143e-06,0.9999994618499802,0.9999994618499802,1.480298779248609e-16,3.236402478737121e-16,NO_CROSSING,True,
104,grid,baseline,1.1,5.3600231653917955e-06,0.0,1.0000000954696924,0.29,,,0.0,0.0,0.999999999999991,0.9999999999999997,9.546968637362881e-08,1.5057997705816995e-06,0.999999247100965,0.999999247100965,1.4802995077966106e-16,3.2985954838767336e-16,NO_CROSSING,True,
105,grid,baseline,1.1,7.498942093324558e-06,0.0,1.0000001335669497,0.29,,,0.0,0.0,1.0000000000000007,1.0000000000000007,1.3356693774987724e-07,2.106690907949419e-06,0.9999989466562104,0.9999989466562104,1.4803004846958776e-16,3.2004556613029406e-16,NO_CROSSING,True,
106,grid,baseline,1.1,1.0491397291363112e-05,0.0,1.0000001868669726,0.29,,,0.0,0.0,0.9999999999999897,1.0,1.8686694919032825e-07,2.9473690543382695e-06,0.9999985263187304,0.9999985263187304,1.4803017291495235e-16,2.783096035053903e-16,NO_CROSSING,True,
107,grid,baseline,1.1,1.4677992676220705e-05,0.0,1.0000002614364687,0.29,,,0.0,0.0,0.9999999999999957,0.9999999999999993,2.6143642310753537e-07,4.123522451225432e-06,0.9999979382451506,0.9999979382451506,1.4803032308625419e-16,4.3406827061295147e-16,NO_CROSSING,True,
108,grid,baseline,1.1,2.0535250264571462e-05,0.0,1.000000365763107,0.29,,,0.0,0.0,0.9999999999999917,1.0000000000000002,3.657630177718554e-07,5.769024873628759e-06,0.9999971155000438,0.9999971155000438,1.4803055711841618e-16,2.991820009988384e-16,NO_CROSSING,True,
109,grid,baseline,1.1,2.8729848333536687e-05,0.0,1.000000511721644,0.29,,,0.0,0.0,0.9999999999999993,1.0,5.117214693249151e-07,8.071174642619057e-06,0.9999959644371075,0.9999959644371075,1.4803088454242781e-16,2.9158050997829267e-16,NO_CROSSING,True,
110,grid,baseline,1.1,4.019450333615128e-05,0.0,1.0000007159256123,0.29,,,0.0,0.0,0.9999999999999957,1.0,7.159252706780778e-07,1.1292015788591534e-05,0.9999943540399213,0.9999943540399213,1.4803140817081059e-16,2.9626538087375444e-16,NO_CROSSING,True,
111,grid,baseline,1.1,5.623413251903491e-05,0.0,1.0000010016184697,0.29,,,0.0,0.0,0.999999999999999,0.9999999999999947,1.0016178008918154e-06,1.5798169424126204e-05,0.99999210100888,0.99999210100888,1.480320752155464e-16,3.253694215165818e-16,NO_CROSSING,True,
112,grid,baseline,1.1,7.86743807659941e-05,0.0,1.0000014013195602,0.29,,,0.0,0.0,0.9999999999999737,0.9999999999999987,1.4013182511134574e-06,2.2102573236085162e-05,0.999988948896575,0.999988948896575,1.4803263846950668e-16,3.250893535941036e-16,NO_CROSSING,True,
113,grid,baseline,1.1,0.00011006941712522103,0.0,1.0000019605262118,0.29,,,0.0,0.0,1.0000000000000007,1.0,1.960523649290631e-06,3.092288477023073e-05,0.99998453891619,0.99998453891619,1.4803431412317548e-16,3.1986683063084145e-16,NO_CROSSING,True,
114,grid,baseline,1.1,0.0001539926526059492,0.0,1.0000027428936848,0.29,,,0.0,0.0,1.0000000000000009,0.9999999999999997,2.7428886692311704e-06,4.3263205510558436e-05,0.9999783690991088,0.9999783690991088,1.4803588973328833e-16,3.300437204116371e-16,NO_CROSSING,True,
115,grid,baseline,1.1,0.00021544346900318845,0.0,1.0000038374832148,0.29,,,0.0,0.0,1.0,1.0,3.837473397239261e-06,6.052844623507732e-05,0.999969737150698,0.999969737150698,1.4803869662664151e-16,2.9158040881923203e-16,NO_CROSSING,True,
116,grid,baseline,1.1,0.0003014162529877392,0.0,1.0000053689044082,0.29,,,0.0,0.0,1.0000000000000002,1.0,5.368885191428322e-06,8.468438717726427e-05,0.9999576604955136,0.9999576604955136,1.4804227242421694e-16,3.0068935060547636e-16,NO_CROSSING,True,
117,grid,baseline,1.1,0.00042169650342858224,0.0,1.0000075115089329,0.29,,,0.0,0.0,0.9999999999999997,0.9999999999999923,7.511471317780764e-06,0.00011848172237497359,0.9999407644025122,0.9999407644025122,1.4804529194453998e-16,2.709355941474823e-16,NO_CROSSING,True,
118,grid,baseline,1.1,0.0005899746255923565,0.0,1.0000105092559726,0.29,,,0.0,0.0,1.0000000000000002,1.0,1.0509182343425246e-05,0.00016576972852893704,0.9999171254391633,0.9999171254391633,1.480533131306535e-16,2.991817631009939e-16,NO_CROSSING,True,
119,grid,baseline,1.1,0.000825404185268019,0.0,1.0000147035201812,0.29,,,0.0,0.0,1.0000000000000007,1.0,1.4703376053419844e-05,0.00023193553341560957,0.9998840524021784,0.9998840524021784,1.4806018677310057e-16,3.2857210325362914e-16,NO_CROSSING,True,
120,grid,baseline,1.1,0.0011547819846894581,0.0,1.0000205720261206,0.29,,,0.0,0.0,0.9999999999999997,0.9999999999999967,2.057174398558807e-05,0.00032451951644698706,0.9998377797234432,0.9998377797234432,1.4807589094990078e-16,3.2040253908156393e-16,NO_CROSSING,True,
121,grid,baseline,1.1,0.0016155980984398745,0.0,1.0000287833777883,0.29,,,0.0,0.0,1.0000000000000007,1.0,2.878282547694212e-05,0.00045407793434650977,0.9997730383236194,0.9997730383236194,1.4809695365371232e-16,3.0801107200291306e-16,NO_CROSSING,True,
122,grid,baseline,1.1,0.0022603030271419215,0.0,1.0000402734622305,0.29,,,0.0,0.0,1.0,1.0,4.0272380958333906e-05,0.0006353930098670516,0.9996824548115513,0.9996824548115513,1.481131517519906e-16,2.925579338013836e-16,NO_CROSSING,True,
123,grid,baseline,1.1,0.0031622776601683794,0.0,1.0000563525655592,0.29,,,0.0,0.0,0.9999999999999997,0.9999999999999967,5.635044856441791e-05,0.0008891722430385993,0.999555710144192,0.999555710144192,1.4815619509243522e-16,2.840118390913531e-16,NO_CROSSING,True,
124,grid,baseline,1.1,0.004424185553847919,0.0,1.0000788556717484,0.29,,,0.0,0.0,1.0,1.0000000000000002,7.885152648828783e-05,0.0012444382630836341,0.9993783610018441,0.9993783610018441,1.482139504850075e-16,3.218352121590183e-16,NO_CROSSING,True,
125,grid,baseline,1.1,0.00618965818891261,0.0,1.0001103535973983,0.29,,,0.0,0.0,1.0000000000000004,0.9999999999999997,0.00011034547938449388,0.0017418967574638824,0.9991301877987521,0.9991301877987521,1.4824940746287675e-16,3.1138912988793957e-16,NO_CROSSING,True,
126,grid,baseline,1.1,0.008659643233600663,0.0,1.000154450066177,0.29,,,0.0,0.0,1.0000000000000002,1.0,0.0001544341645989389,0.002438696354408486,0.9987828775150642,0.9987828775150642,1.4837654803675364e-16,3.3291614402957087e-16,NO_CROSSING,True,
127,grid,baseline,1.1,0.012115276586285901,0.0,1.000216200643995,0.29,,,0.0,0.0,1.0000000000000002,1.0,0.0002161694866736395,0.0034151824283487585,0.9982967701767659,0.9982967701767659,1.4853528517205392e-16,3.3920812680859915e-16,NO_CROSSING,True,
128,grid,baseline,1.1,0.01694988151390348,0.0,1.0003027053695426,0.29,,,0.0,0.0,1.0000000000000007,1.0000000000000007,0.00030264429484038797,0.004784532551901234,0.9976162840466491,0.9976162840466491,1.4873798971017945e-16,3.298490021447423e-16,NO_CROSSING,True,
129,grid,baseline,1.1,0.023713737056616554,0.0,1.000423950729358,0.29,,,0.0,0.0,1.0000000000000002,1.000000000000001,0.0004238309404004816,0.006706606487059409,0.9966634700035584,0.9966634700035584,1.490225138085587e-16,2.800119890378608e-16,NO_CROSSING,True,
130,grid,baseline,1.1,0.03317671127842862,0.0,1.0005940130465572,0.29,,,0.0,0.0,1.0000000000000007,1.0000000000000007,0.0005937779053421813,0.009408058449328769,0.9953289045103483,0.9953289045103483,1.4916801916600425e-16,2.8028641267783486e-16,NO_CROSSING,True,
131,grid,baseline,1.1,0.04641588833612782,0.0,1.0008327925691618,0.29,,,0.0,0.0,1.0000000000000009,1.000000000000001,0.0008323304634117231,0.013211948598012755,0.993458771585744,0.993458771585744,1.499854978878446e-16,3.2461486436027963e-16,NO_CROSSING,True,
132,grid,baseline,1.1,0.06493816315762113,0.0,1.001168540385803,0.29,,,0.0,0.0,1.0000000000000013,1.0000000000000007,0.0011676307699961172,0.01858215024801192,0.9908364379484501,0.9908364379484501,1.5067066628648898e-16,3.30002961107447e-16,NO_CROSSING,True,
133,grid,baseline,1.1,0.0908517575651688,0.0,1.0016415967431176,0.29,,,0.0,0.0,1.0000000000000016,1.0000000000000002,0.0016398021472080872,0.026191579278200615,0.9871559708261096,0.9871559708261096,1.5190686919881468e-16,4.181415383568028e-16,NO_CROSSING,True,
134,grid,baseline,1.1,0.12710617996147458,0.0,1.0023100345656726,0.29,,,0.0,0.0,1.0000000000000022,1.0000000000000016,0.0023064825294272554,0.03703036967716534,0.9819836627713008,0.9819836627713008,1.5328876003864163e-16,2.970208661410534e-16,NO_CROSSING,True,
