t,a,rho,rho_dot,Theta,mu,H,energy_density,pressure,friedmann_residual,charge,continuity_residual
0.1,1.0621923538359086,0.9993210540482087,-0.019320790818495432,0.1026775410676208,0.9388497741435824,0.5785137368576497,1.0040344311990421,-0.12341873226060907,-3.6193270602780103e-14,1.1236102527122116,2.220446049250313e-16
0.11,1.0683318362546304,0.9991101093238147,-0.022906638035432553,0.11198714357527112,0.9231461761420002,0.5741847338379205,0.9890643257177225,-0.13785680190917926,-1.5187850976872141e-13,1.1236102527122116,0.0
0.12,1.0744610686780143,0.9988621794033038,-0.02671508206543,0.12114195086408303,0.9078884727156966,0.5699994932118269,0.9746982667854602,-0.1515977485428009,-2.418065747633591e-13,1.1236102527122116,2.220446049250313e-16
0.13,1.0805809878844703,0.9985751192109646,-0.030730096999477503,0.13014635477503703,0.8930633054714028,0.5659516594290458,0.9609038424314668,-0.16466867844816402,5.218048215738236e-15,1.1236102527122116,0.0
0.14,1.0866924955807804,0.998246939449768,-0.034936543665011345,0.13900461544139217,0.8786576910688279,0.5620351657505809,0.9476505826208718,-0.1770951732290892,-2.298161660974074e-14,1.1236102527122116,0.0
0.15,1.0927964595238067,0.9978757980116735,-0.03932011418779968,0.14772086503293513,0.8646590199719217,0.5582442175758751,0.9349098193707568,-0.18890141011229522,-5.395683899678261e-14,1.1236102527122116,0.0
0.16,1.0988937145809727,0.997459991928057,-0.04386728053208394,0.15629911148339684,0.8510550538821184,0.5545732770140155,0.9226545587344575,-0.20011027159846578,-2.6556534749033744e-13,1.1236102527122116,2.220446049250313e-16
0.17,1.1049850637355207,0.996997949811441,-0.04856524670647928,0.1647432421845203,0.8378339220543916,0.5510170485910855,0.9108593635144776,-0.21074344546240698,-3.858025010572419e-13,1.1236102527122116,2.220446049250313e-16
0.18,1.1110712790400128,0.9964882247602633,-0.05340190435634071,0.17305702763930617,0.8249841166516854,0.5475704659971989,0.899500245697169,-0.2208215160286366,-2.220446049250313e-16,1.1236102527122116,-2.220446049250313e-16
0.19,1.1171531025220136,0.9959294876933323,-0.05836579148404418,0.18124412506520518,0.812494487287779,0.5442286797853209,0.888554567702633,-0.2303640475386291,-1.3100631690576847e-14,1.1236102527122116,4.440892098500626e-16
0.2,1.1232312470466543,0.9953205210763928,-0.0634460540547111,0.1893080819368369,0.8003542349008899,0.5409870459417397,0.8780009516304015,-0.2393896603308568,-9.137135492665038e-14,1.1236102527122116,2.220446049250313e-16
0.21,1.1293063971374906,0.9946602130267634,-0.06863241027490004,0.19725233946759102,0.7885529050572961,0.5378411152569627,0.8678191957827316,-0.2479161005147964,-1.7141843500212417e-13,1.1236102527122116,0.0
0.22,1.1353792097603488,0.99394755175817,-0.07391511733641776,0.20508023602009567,0.7770803808061343,0.5347866234297716,0.8579901977988085,-0.2559603037105535,-5.595524044110789e-13,1.1236102527122116,0.0
0.23,1.1414503150724449,0.9931816203463709,-0.07928494044207869,0.21279501044329427,0.7659268751717153,0.5318194818457277,0.8484958838123813,-0.26353845339453036,-4.063416270128073e-13,1.1236102527122116,-3.3306690738754696e-16
0.24,1.147520317138765,0.9923615917972152,-0.08473312394224486,0.22039980533429954,0.755082923360712,0.5289357689750005,0.839319143103412,-0.27066603433733716,1.1335377081422848e-13,1.1236102527122116,-1.1102230246251565e-16
0.25,1.1535897946188505,0.9914867243916272,-0.09025136442463057,0.22789767022051005,0.7445393747627345,0.5261317223403078,0.830443767758378,-0.2773578815593019,-4.1744385725905886e-14,1.1236102527122116,2.220446049250313e-16
0.26,1.1596593014267227,0.9905563572852698,-0.09583178560720848,0.23529156465888285,0.7342873848111993,0.5234037310084904,0.8218543969009522,-0.2836282251909888,-1.2789769243681803e-13,1.1236102527122116,0.0
0.27,1.1657293673634896,0.9895699063616238,-0.10146691491012198,0.2425843612575431,0.7243184067400656,0.5207483285667971,0.8135364651155317,-0.28949073161846495,-1.9306778398231472e-13,1.1236102527122116,0.0
0.28,1.1718004987273818,0.988526860303101,-0.10714966157147243,0.2497788486114089,0.714624183308005,0.5181621865428181,0.8054761546891642,-0.29495854120540677,-6.614708780716683e-13,1.1236102527122116,0.0
0.29,1.1778731789014996,0.9874267768752323,-0.11287329619939077,0.2568777341556345,0.7051967385191334,0.515642108235839,0.7976603513584357,-0.3000443028996054,-7.336353746723034e-13,1.1236102527122116,0.0
0.3,1.1839478689205432,0.9862692794112364,-0.11863143165265014,0.26388364693742605,0.6960283693753033,0.5131850229268671,0.7900766032694146,-0.30476020599088516,-6.750155989720952e-14,1.1236102527122116,0.0
0.31,1.1900250080183779,0.9850540534817557,-0.12441800515412191,0.27079914030573066,0.6871116376936303,0.5107879804388982,0.7827130828823727,-0.30911800925783894,1.7197354651443675e-13,1.1236102527122116,1.1102230246251565e-16
