sector,t,q_over_H,mode,omega,omega_over_scale,residue_denominator,relative_kernel_residual
1.0,6.0,100.0,1.0,7.536098287826997,82.48703142779522,13.039569277487281,1.5953426751835842e-17
1.0,6.0,100.0,2.0,10.42092638175499,114.06317289505839,0.14320243687672168,2.1567514269123314e-19
1.0,6.0,100.0,3.0,10.99008415602046,120.29293973462373,3.05000356145395,1.323357973927331e-18
1.0,6.0,100.0,4.0,83.46833671255912,913.6100738967319,166.93667342511824,1.2196346219102831e-15
0.0,6.0,0.0,1.0,2.7352033313799615,29.938410373626553,3.328642371392882,2.8801142715568545e-16
1.0,8.0,0.01,1.0,644.2493825043002,8432.002155334976,48.3127807140765,2.413444595397785e-18
1.0,8.0,0.1,1.0,5.837764942801568e-05,0.0007640526776867065,0.00011675529885603136,5.086244524827015e-24
1.0,8.0,0.1,2.0,64.44673138164562,843.4854462754613,4.837839559409986,6.189955371777838e-18
1.0,8.0,1.0,1.0,0.005837764942800884,0.0764052677686617,0.011675529885601768,2.847479266824005e-20
1.0,8.0,1.0,2.0,6.69274405740826,87.59532232348724,0.5444613305657123,2.618838492958377e-17
1.0,8.0,10.0,1.0,0.5837764942800875,7.640526776866158,1.167552988560175,5.991600042994988e-17
1.0,8.0,10.0,2.0,0.6561576228449306,8.58785842923334,0.08582217456486771,3.766493185503294e-17
1.0,8.0,10.0,3.0,1.9083519726808258,24.97670682156233,0.6392287725785073,2.8191329741325713e-16
1.0,8.0,100.0,1.0,7.038137479581401,92.11586694377333,7.130679150234256,2.2120594340406462e-17
1.0,8.0,100.0,2.0,8.342693648845385,109.19003221224531,2.2942398645869204,4.343263611408055e-19
1.0,8.0,100.0,3.0,8.731682557755798,114.2811590451253,0.12074083602518591,5.411174998954555e-19
1.0,8.0,100.0,4.0,58.37764942800872,764.0526776866154,116.75529885601745,3.85231110812695e-16
0.0,8.0,0.0,1.0,1.2069506200262983,15.79669380494393,1.4870306280657613,2.6974994848612574e-16
