t,largest_normalized_singular_value,smallest_normalized_singular_value,normalized_condition_number,initial_q_over_H,q_over_H,complex_mode_count,maximum_abs_imaginary_omega_over_H,maximum_real_mode_adiabaticity,force_mode_adiabaticity
0.25,19.388334514203564,0.04051295413476115,478.5712355043464,0.01,0.010402644811089544,1.0,2.2306179038177207,nan,35695.49233410928
0.26,19.876561468514684,0.039111747187564244,508.19927254066846,0.01,0.010402629122365531,1.0,2.232278311826969,nan,35880.36250297841
0.27,20.154002002309273,0.03817577699604629,527.9264389143027,0.01,0.01040174638930814,1.0,2.235069143039243,nan,36068.24751037268
0.28,20.26437722485127,0.03757545987006373,539.2981827747595,0.01,0.010400035529482848,1.0,2.239038104816882,nan,36259.07449760644
0.29,20.247248840769686,0.037217622008837485,544.0231736450515,0.01,0.010397534882792662,1.0,2.24423548600659,nan,36452.77049042628
0.3,20.13800323282635,0.037030963721033844,543.8152618584924,0.01,0.010394282184964018,1.0,2.250714188868312,nan,36649.262397808234
0.31,19.96803272068908,0.036957588839901426,540.2958728500845,0.01,0.01039031454328528,1.0,2.2585297771112924,nan,36848.47701287043
0.32,19.765016521845382,0.03694799899283093,534.9414599064056,0.01,0.010385668414559719,1.0,2.267740539385747,nan,37050.34101580814
0.33,19.553248313055263,0.03695822316135923,529.0635382465758,0.01,0.01038037958525833,1.0,2.2784075681787628,nan,37254.78097866131
0.34,19.354021922334763,0.036948290073657186,523.813737624992,0.01,0.010374483153808218,1.0,2.2905948548135373,nan,37461.72337177754
0.35000000000000003,19.18604025634666,0.03688165894082286,520.2054573285582,0.01,0.01036801351498225,1.0,2.3043694020549106,nan,37671.094571828384
0.36,19.06579717992866,0.0367254114207541,519.1445498457856,0.01,0.01036100434634229,1.0,2.3198013568658187,nan,37882.82087124985
0.37,19.007947251639564,0.03645094779141577,521.4664749023605,0.01,0.010353488596657889,1.0,2.3369641672029613,nan,38096.828489014144
0.38,19.02568028097167,0.03603493622585038,527.9787415670024,0.01,0.01034549847624828,1.0,2.355934768343737,nan,38313.04358256616
0.39,19.131069415341504,0.03546035213333762,539.505906297971,0.01,0.010337065449167314,1.0,2.3767938061466487,nan,38531.39226087281
0.4,19.33536316227114,0.03471743601288539,556.9352286008336,0.01,0.010328220227169876,1.0,2.3996259069984007,nan,38751.800598467074
0.41000000000000003,19.649265611849554,0.03380427204892526,581.2657519561722,0.01,0.010318992765393664,1.0,2.424520007023947,nan,38974.19465034504
0.42,20.083236555513203,0.03272678005517088,613.6636883205998,0.01,0.010309412259613945,1.0,2.4515697564734706,nan,39198.50046776723
0.43,20.647755293251798,0.031498162347409604,655.5225370139684,0.01,0.010299507145093553,1.0,2.4808740188702743,nan,39424.64411466822
0.44,21.353545578465518,0.03013783260602695,708.5295700459643,0.01,0.010289305096867998,1.0,2.51253748900962,nan,39652.55168478617
0.45,22.21180597622413,0.028669875668115855,774.7437147390971,0.01,0.010278833031416927,1.0,2.546671458889996,nan,39882.14931934061
0.46,23.234454090925798,0.02712123261481603,856.6887213759256,0.01,0.01026811710963363,1.0,2.5833947663859087,nan,40113.36322519972
0.47000000000000003,24.43436798775751,0.02551986459547443,957.4646407838145,0.01,0.010257182741008258,1.0,2.622834967988224,nan,40346.11969350021
0.48,25.825587028852077,0.02389312853006178,1080.87925766435,0.01,0.010246054588953408,1.0,2.665129784524877,nan,40580.34511864155
0.49,27.423499987260147,0.022266452906073576,1231.60613425679,0.01,0.010234756577210272,1.0,2.710428877732998,nan,40815.966017540726
0.5,29.245092632467106,0.02066233234182381,1415.3819689208287,0.01,0.010223311897195992,1.0,2.758896026490356,nan,41052.909049225724
0.51,31.30921668144891,0.019099721988796795,1639.2498644647164,0.01,0.010211743016267306,1.0,2.810711784879217,nan,41291.101034621555
0.52,33.63682504401579,0.017593829427454386,1911.8535383506119,0.01,0.010200071686839842,1.0,2.866076721597265,nan,41530.46897642755
0.53,36.251210088933306,0.01615618947313002,2243.7970382325666,0.01,0.010188318956245238,1.0,2.9252153629637374,nan,41770.94007917935
0.54,39.17828391892257,0.014794924930815969,2648.089402421984,0.01,0.010176505177284271,1.0,2.988380992146447,nan,42012.44176934856
0.55,42.44691020189082,0.013515128267715172,3140.69606747926,0.01,0.010164650019398452,1.0,3.0558614984302266,nan,42254.90171547695
0.56,46.08926876902854,0.012319314529135223,3741.220232670191,0.01,0.010152772480395903,1.0,3.1279865268274243,nan,42498.24784831762
0.5700000000000001,50.141208394087435,0.011207902970919217,4473.736837674916,0.01,0.010140890898675717,1.0,3.2051362564006793,nan,42742.40838093314
0.58,54.64256729685465,0.010179681688417248,5367.807066013531,0.01,0.010129022965903246,1.0,3.2877522443622715,nan,42987.31182868005
0.59,59.63759751228182,0.009232201156471288,6459.73766185532,0.01,0.01011718574006484,1.0,3.3763509256276056,nan,43232.88702907078
0.6,65.17553283830775,0.008362102683425573,7794.156004265699,0.01,0.01010539565877692,1.0,3.471540573807044,nan,43479.06316169559
0.61,71.31111563212453,0.007565414513214442,9425.936345928705,0.01,0.010093668552963975,1.0,3.574042839315035,nan,43725.769767726524
0.62,78.10512350397399,0.006837795010862654,11422.559959737702,0.01,0.010082019660711178,1.0,3.6847204313116477,nan,43972.93676937786
0.63,85.62498379189034,0.0061747172889704055,13867.0290127838,0.01,0.010070463641305972,1.0,3.804613175793826,nan,44220.494489136254
0.64,93.94546696341871,0.005571608902641588,16861.461133583456,0.01,0.010059014589414198,1.0,3.934985684270571,nan,44468.37366875548
0.65,103.14949603816744,0.005023953917097093,20531.537060309776,0.01,0.010047686049348073,1.0,4.077391407148581,nan,44716.50548801293
0.66,113.32904682181531,0.004527367842146331,25031.994477411044,0.01,0.010036491029389787,1.0,4.233760267956107,nan,44964.821583211065
0.67,124.58609013829883,0.004077652259157988,30553.387640765905,0.01,0.010025442016139483,1.0,4.406520985548551,nan,45213.25406539778
0.68,137.033503717648,0.0036708333376897976,37330.352841322034,0.01,0.010014550988861603,1.0,4.598775695905696,nan,45461.73553826737
0.6900000000000001,150.7960976495106,0.0033031816259557795,45651.7729647632,0.01,0.01000382943380576,1.0,4.814555670191366,nan,45710.199115701245
0.7000000000000001,166.01197189580552,0.002971215720970038,55873.41596375445,0.01,0.009993288358397499,1.0,5.0592069080917526,nan,45958.57843915475
0.71,182.8339772834833,0.0026717024037460815,68433.5115419763,0.01,0.009982938305367136,1.0,5.339991692523394,nan,46206.80769463378
0.72,201.43113706230946,0.0024016547628354706,83871.81212694093,0.01,0.009972789366782284,1.0,5.667065534901848,nan,46454.82162924994
0.73,221.9902152857244,0.0021583246339352733,102853.02395912964,0.01,0.009962851197912397,1.0,6.055142245271146,nan,46702.55556751993
0.74,244.71746817561274,0.0019391914253170488,126195.62204159528,0.01,0.009953133030940392,1.0,6.526505010508696,nan,46949.945427280465
0.75,269.8405967363548,0.0017419490607328695,154907.2833523777,0.01,0.009943643688492767,1.0,7.116873395605861,nan,47196.92773524496
0.76,297.6109419594215,0.001564492012875746,190228.48279830633,0.01,0.009934391596972526,1.0,7.888002623005184,nan,47443.43964219949
0.77,328.3059008361514,0.0014049014225245063,233686.07617053261,0.01,0.009925384799682123,1.0,8.958586314608045,nan,47689.41893783147
0.78,362.2315127613818,0.0012614317503193795,287159.025979542,0.01,0.00991663096972621,1.0,10.59638345733406,nan,47934.804065179764
0.79,399.72512287242307,0.0011324981146163542,352958.7534967634,0.01,0.009908137422686604,1.0,13.598150727708003,nan,48179.534134689675
0.8,441.15813328491316,0.0010166639407507426,433927.19619734475,0.01,0.009899911129064133,1.0,22.542335102075214,nan,48423.548937852574
0.81,486.93936884166527,0.0009126279324247661,533557.3803312302,0.01,0.00989195872645707,1.0,279.0822231324557,nan,48666.788960489765
0.8200000000000001,537.5190280660125,0.0008192118115054672,656141.6968319984,0.01,0.009884286531425127,1.0,508.3168771202154,nan,48909.19539583163
0.8300000000000001,593.3924917927892,0.0007353501273161758,806952.3207380236,0.01,0.009876900551184425,1.0,662.0132514098949,nan,49150.71015691402
0.84,655.1043725055479,0.0006600805678117811,992461.2304180842,0.01,0.009869806494975824,1.0,785.5431537944103,nan,49391.27588876264
0.85,723.2530924745259,0.0005925345892471991,1220609.0675540166,0.01,0.009863009785172268,1.0,891.4664789489439,nan,49630.835980156386
