t,largest_normalized_singular_value,smallest_normalized_singular_value,normalized_condition_number,initial_q_over_H,q_over_H,complex_mode_count,maximum_abs_imaginary_omega_over_H,maximum_real_mode_adiabaticity,force_mode_adiabaticity
7.66,2.2132398227985368e+26,343.36544459444303,6.445726725392085e+23,0.01,0.01765866324052751,2.0,5601.751371739006,nan,81354.585756239
7.67,2.333506336689057e+26,504.0972766025996,4.629079435651574e+23,0.01,0.01765718144115591,2.0,5513.8871465214215,nan,81425.55905798267
7.68,2.4604175180394197e+26,224.1290879337685,1.0977680499759532e+24,0.01,0.01765592688441919,2.0,5421.58028139778,nan,81495.50033394848
7.69,2.594373215784396e+26,910.5445638662827,2.849254521676976e+23,0.01,0.017654901875410547,2.0,5324.5769580980195,nan,81564.39518474333
7.7,2.735801873443929e+26,2832.6308825483407,9.658165807267834e+22,0.01,0.017654108633438564,2.0,5222.591416512631,nan,81632.22964076351
7.71,2.8851623171149075e+26,473.80824136195974,6.089303784209242e+23,0.01,0.017653549292147065,2.0,5115.298341738377,nan,81698.99016695985
7.72,3.0429451104579806e+26,622.5317664348028,4.888015800197187e+23,0.01,0.017653225899648108,2.0,5002.322906376129,nan,81764.6636674133
7.73,3.209675302833442e+26,1108.0335816124036,2.896731070337004e+23,0.01,0.017653140418666915,2.0,4883.2285996815235,nan,81829.2374897204
7.74,3.385917214655537e+26,882.5595057928107,3.836474699361987e+23,0.01,0.017653294726678693,2.0,4757.5206058059175,nan,81892.69942928934
7.75,3.5722777666784264e+26,157.450400389306,2.2688273626778626e+24,0.01,0.017653690616075725,2.0,4624.622207652544,nan,81955.03773333647
7.76,3.769408921662224e+26,551.0045432341394,6.840976118885615e+23,0.01,0.017654329794334712,2.0,4483.852766477439,nan,82016.24110473371
7.7700000000000005,3.978011191293128e+26,353.6042013205432,1.1249897983217257e+24,0.01,0.01765521388419101,2.0,4334.401427124146,nan,82076.29870567293
7.78,4.198836887600365e+26,166.11606488299677,2.5276525124513396e+24,0.01,0.01765634442382369,2.0,4175.286488915075,nan,82135.20016111812
7.79,4.4326934557366306e+26,313.8564830907118,1.4123313344002136e+24,0.01,0.017657722867044062,2.0,4005.3007730901472,nan,82192.93556207916
7.8,4.6804476510708106e+26,2388.3616353443786,1.9596896809121352e+23,0.01,0.01765935058348781,2.0,3822.9332107843907,nan,82249.49546870179
7.8100000000000005,4.9430304960307325e+26,2289.787020367446,2.158729371798743e+23,0.01,0.017661228858810395,2.0,3626.250161793858,nan,82304.87091317128
7.82,5.221442819324018e+26,823.9691401358901,6.336939777214096e+23,0.01,0.017663358894886096,2.0,3412.7068533408933,nan,82359.05340242437
7.83,5.516761011026059e+26,64.66064021651601,8.531868834816972e+24,0.01,0.017665741810010453,2.0,3178.8312679899723,nan,82412.034920667
7.84,5.830142419044288e+26,587.2062573929508,9.928610851200165e+23,0.01,0.017668378639106492,2.0,2919.6575789978624,nan,82463.80793169238
7.8500000000000005,6.162829557942955e+26,446.961994989577,1.378826304479572e+24,0.01,0.017671270333934737,2.0,2627.615309869494,nan,82514.3653809964
7.86,6.51615200270141e+26,1347.2563132417415,4.8366089946332284e+23,0.01,0.01767441776330731,2.0,2290.0551066255052,nan,82563.7006976861
7.87,6.891525755417744e+26,342.07212748913656,2.014641124374158e+24,0.01,0.017677821713306518,2.0,1882.5435990540213,nan,82611.80779617667
7.88,7.290460260829145e+26,353.6003450861748,2.0617797358349325e+24,0.01,0.017681482887501813,2.0,1342.998958997723,nan,82658.68107770609
7.890000000000001,7.714572120831291e+26,1647.873560458663,4.6815315846708807e+23,0.01,0.01768540190712482,2.0,310.3786786261318,nan,82704.31543187531
7.9,8.165586362338935e+26,903.1225948138027,9.041503788333896e+23,0.01,0.017689579311309343,2.0,65.43379771506784,nan,82748.70623765446
7.91,8.645333271653922e+26,222.11886601706226,3.8922102506096096e+24,0.01,0.017694015557299148,2.0,45.71810340006877,nan,82791.84936436091
7.92,9.155749594641939e+26,2458.4467647906854,3.724200875840998e+23,0.01,0.01769871102066053,2.0,36.90405595924254,nan,82833.7411724167
7.930000000000001,9.698876808656874e+26,2820.9104359931625,3.4382079930312194e+23,0.01,0.017703665995494663,2.0,31.600579883103908,nan,82874.37851390861
7.94,1.0276857966176116e+27,1167.8869691801451,8.799531322273812e+23,0.01,0.017708880694646316,2.0,27.947416833063254,nan,82913.75873296752
7.95,1.0891933320659231e+27,651.5099911297721,1.6717983559656115e+24,0.01,0.01771435524990995,2.0,25.226473217459773,nan,82951.8796659621
7.96,1.1546433256117975e+27,82.41322043474456,1.4010413857398684e+25,0.01,0.017720089712234533,2.0,23.094262991517954,nan,82988.73964149934
7.97,1.2242766061078152e+27,1818.226432256027,6.733356112245887e+23,0.01,0.017726084051928045,2.0,21.36343891815995,nan,83024.33748022739
7.98,1.2983396713174598e+27,1923.377999806883,6.750309463079123e+23,0.01,0.017732338158863173,2.0,19.922460500556422,nan,83058.67249443341
7.99,1.377081089918594e+27,1869.9672484735136,7.364198977510055e+23,0.01,0.017738851842685376,2.0,18.700835574764742,nan,83091.74448743119
8.0,1.3315881378687545e+27,23.21108701285741,5.736862462025766e+25,0.01,0.01774562483302472,2.0,17.652293395045014,nan,83123.55375273198
0.0,1.0,1.0,1.0,0.1,0.1,1.0,2.481526644236174,nan,322.66313433337825
0.01,1.2566841702172258,0.7887556103808174,1.5932491048912967,0.1,0.1003520794400882,1.0,2.4595566050279825,nan,323.5205404451929
0.02,1.7182676634783725,0.5717547898987503,3.0052527654077954,0.1,0.10068506807394292,1.0,2.4391111520306303,nan,324.42669869911185
0.03,2.2238308927485053,0.4378192599501003,5.079335461400128,0.1,0.10099935868545225,1.0,2.4200193509331687,nan,325.38078895815516
0.04,2.7385872806805325,0.35231467742936884,7.773128558430716,0.1,0.1012953500478344,1.0,2.4021430399648285,nan,326.3820058040953
0.05,3.242354652841087,0.29486483640023065,10.9960709198981,0.1,0.10157344644965603,1.0,2.385370904636454,nan,327.4295568291357
0.06,3.724474773660996,0.2543378033686879,14.643811200421512,0.1,0.10183405719813278,1.0,2.369613804577755,nan,328.5226610792588
0.07,4.179465653042971,0.2245508694485334,18.612556091664995,0.1,0.10207759610376076,1.0,2.3548010561280805,nan,329.6605476364757
0.08,4.60462141030795,0.201915224246774,22.804726228470702,0.1,0.10230448095013146,1.0,2.340877452149363,nan,330.8424543287161
0.09,4.998782824960631,0.18424471247325902,27.131214556217703,0.1,0.10251513295262463,1.0,2.327800856131712,nan,332.06762655696764
0.1,5.3616955818340735,0.17014655695758008,31.51221909927228,0.1,0.10270997620943086,1.0,2.315540247867303,nan,333.33531623052215
0.11,5.693659056081727,0.15869765014396944,35.87739989165862,0.1,0.10288943714821827,1.0,2.304074127360802,nan,334.64478080184114
0.12,5.995323406416857,0.1492648415888441,40.16567694441543,0.1,0.10305394397158675,1.0,2.29338920535258,nan,335.9952823931128
0.13,6.267565991012851,0.14140081334825685,44.32482276870945,0.1,0.10320392610417542,1.0,2.283479325008458,nan,337.3860870078159
0.14,6.5114123825470225,0.13478133819775415,48.31093435942397,0.1,0.10333981364423668,1.0,2.2743445715226422,nan,338.81646382031937
0.15,6.72798367958753,0.12916611940728132,52.087836272088715,0.1,0.10346203682205894,1.0,2.2659905356000674,nan,340.2856845383858
0.16,6.918460082851113,0.12437356962376118,55.626449444041384,0.1,0.10357102546763626,1.0,2.2584277038821083,nan,341.7930228325843
0.17,7.084054984795265,0.12026410696925373,58.90414990240062,0.1,0.10366720848971434,1.0,2.251670954824755,nan,343.33775382780374
0.18,7.2259961083532245,0.11672881334592161,61.90413404562973,0.1,0.1037510133680471,1.0,2.245739142762713,nan,344.9191536526123
0.19,7.345511563238982,0.11368155997677845,64.61480265347728,0.1,0.10382286566072212,1.0,2.240654756235295,nan,346.5364990415907
0.2,7.443819369794336,0.11105343071159166,67.02917075228507,0.1,0.10388318852791621,1.0,2.236443639214393,nan,348.1890669876167
0.21,7.522119533790175,0.10878870085567505,69.14430887238395,0.1,0.10393240227354028,1.0,2.2331347659746483,nan,349.8761344400173
0.22,7.581588078964615,0.10684188951793187,70.96081989164142,0.1,0.10397092390586601,1.0,2.2307600619876036,nan,351.59697804521943
0.23,7.623372529145429,0.10517556734976646,72.48235232992404,0.1,0.10399916671816645,1.0,2.2293542645181508,nan,353.3508739271736
0.24,7.648588552129107,0.10375870353028392,73.7151515187998,0.1,0.1040175398901528,1.0,2.2289548176966023,nan,355.13709750442996
0.25,7.658317525081601,0.10256540378456887,74.66764856858885,0.1,0.10402644811089544,1.0,2.2296017977062497,nan,356.95492334109275
0.26,7.653604734205629,0.10157393720423247,75.35008433134472,0.1,0.10402629122365531,1.0,2.231337864413741,nan,358.80362502978403
0.27,7.635458141864697,0.10076597729603623,75.77416849174,0.1,0.1040174638930814,1.0,2.234208236423367,nan,360.68247510372686
0.28,7.6048476727231815,0.10012600362840764,75.95277347677485,0.1,0.10400035529482848,1.0,2.238260687058996,nan,362.59074497606434
0.29,7.562704817199751,0.09964082709270632,75.89965918451654,0.1,0.10397534882792661,1.0,2.2435455592243034,nan,364.52770490426286
0.3,7.509922522603211,0.09929920983695151,75.62922741212586,0.1,0.10394282184964017,1.0,2.2501157975863766,nan,366.4926239780823
0.31,7.447355405103773,0.09909155755557163,75.15630583288808,0.1,0.10390314543285281,1.0,2.258026997017422,nan,368.4847701287043
0.32,7.375820101677797,0.0990096699777384,74.4959568427629,0.1,0.10385668414559719,1.0,2.2673374666971116,nan,370.5034101580814
0.33,7.296095698553879,0.09904653780448112,73.66330878678916,0.1,0.1038037958525833,1.0,2.278108309883931,nan,372.547809786613
0.34,7.20892437646473,0.0991961745610419,72.67341113067427,0.1,0.10374483153808219,1.0,2.2904035201201682,nan,374.6172337177753
0.35000000000000003,7.115012201684587,0.09945347674845748,71.54111082189935,0.1,0.10368013514982251,1.0,2.304290095445624,nan,376.7109457182838
0.36,7.015029909264205,0.09981410848569501,70.28094540632574,0.1,0.10361004346342288,1.0,2.3198381732414997,nan,378.82820871249857
0.37,6.909613759293887,0.10027440494666744,68.90705323027224,0.1,0.1035348859665789,1.0,2.3371211896749853,nan,380.9682848901415
0.38,6.799366536229375,0.10083128986353511,67.43310083042303,0.1,0.10345498476248281,1.0,2.356216069321478,nan,383.13043582566166
0.39,6.684858565052657,0.10148220584205904,65.87222370251372,0.1,0.10337065449167315,1.0,2.377203452452537,nan,385.3139226087281
0.4,6.566628628265796,0.10222505690803846,64.23697698865678,0.1,0.10328220227169876,1.0,2.4001679698275478,nan,387.51800598467076
0.41000000000000003,6.445184948681034,0.10305815903752097,62.53929828432603,0.1,0.10318992765393664,1.0,2.4251985776456917,nan,389.7419465034504
0.42,6.321006326588219,0.1039801955500402,60.79048316028845,0.1,0.10309412259613945,1.0,2.4523889686464653,nan,391.9850046776723
0.43,6.194543201377748,0.10499017948902149,59.00116783804044,0.1,0.10299507145093555,1.0,2.4818380790076127,nan,394.2464411466821
0.44,6.066218634716374,0.10608742216459024,57.181318114270766,0.1,0.10289305096867998,1.0,2.513650715186129,nan,396.52551684786164
0.45,5.936429357396032,0.10727150468606211,55.34022641678632,0.1,0.10278833031416929,1.0,2.547938329831847,nan,398.821493193406
0.46,5.805546872705272,0.1085422516083972,53.486515957405615,0.1,0.10268117109633632,1.0,2.5848199816259885,nan,401.13363225199714
0.47000000000000003,5.673918537451213,0.10989970726010267,51.6281496912689,0.1,0.10257182741008258,1.0,2.6244235204197297,nan,403.4611969350021
0.48,5.541868511507964,0.1113441163669757,49.77244143949813,0.1,0.10246054588953409,1.0,2.6668870466517136,nan,405.80345118641543
0.49,5.409698679910453,0.11287590687508717,47.9260705820688,0.1,0.10234756577210272,1.0,2.7123607030192467,nan,408.15966017540717
0.5,5.277689716612085,0.11449567100374963,46.09510272610434,0.1,0.10223311897195993,1.0,2.7610088673762148,nan,410.5290904922572
0.51,5.146102131506402,0.1162041468201433,44.28501281861618,0.1,0.10211743016267306,1.0,2.8130128292907366,nan,412.9110103462156
0.52,5.015177173390255,0.118002202850539,42.50070805663224,0.1,0.1020007168683984,1.0,2.8685740501674224,nan,415.30468976427557
0.53,4.885137709135309,0.11989082320111588,40.74655239409383,0.1,0.10188318956245239,1.0,2.9279181297507813,nan,417.70940079179354
0.54,4.756189142816977,0.12187109130362639,39.02639331396101,0.1,0.10176505177284272,1.0,2.9912996324318963,nan,420.12441769348544
0.55,4.628520351392373,0.12394417216628972,37.34359002521327,0.1,0.10164650019398452,1.0,3.0590079682655884,nan,422.5490171547697
0.56,4.502304584486009,0.12611129392922688,35.701041867135885,0.1,0.10152772480395904,1.0,3.131374580447267,nan,424.9824784831761
0.5700000000000001,4.377700257855476,0.12837373050451387,34.10121557308446,0.1,0.10140890898675715,1.0,3.2087817695173904,nan,427.42408380933153
0.58,4.254851639860925,0.13073278573486985,32.546171306177904,0.1,0.10129022965903246,1.0,3.291673593811578,nan,429.87311828680043
0.59,4.1338896574596715,0.1331897723832246,31.037590826158205,0.1,0.1011718574006484,1.0,3.380569438975851,nan,432.32887029070775
0.6,4.014932791433774,0.13574598530796342,29.57680687443683,0.1,0.1010539565877692,1.0,3.476081066520222,nan,434.7906316169559
0.61,3.898087773210368,0.138402677323481,28.164829240257983,0.1,0.10093668552963976,1.0,3.5789342620997884,nan,437.2576976772651
0.62,3.7834502128276126,0.1411610344638619,26.80236955755803,0.1,0.10082019660711178,1.0,3.6899966564307514,nan,439.7293676937786
0.63,3.671105267209122,0.14402214669761787,25.489866325328435,0.1,0.10070463641305974,1.0,3.810313958568755,nan,442.2049448913624
0.64,3.5611282968754723,0.1469869751524437,24.227509227821997,0.1,0.10059014589414197,1.0,3.9411578442820487,nan,444.6837366875548
0.65,3.453585526418698,0.15005631468542793,23.01526286087098,0.1,0.10047686049348073,1.0,4.084090281528014,nan,447.16505488012933
0.66,3.3485346712627493,0.1532307527183871,21.852889265752058,0.1,0.10036491029389787,1.0,4.241051492923826,nan,449.64821583211085
0.67,3.2460254901465504,0.1565106260259399,20.73996873291247,0.1,0.10025442016139482,1.0,4.414482652501438,nan,452.13254065397786
0.68,3.1461002268917917,0.15989597781524376,19.67591849325341,0.1,0.10014550988861602,1.0,4.607500881290507,nan,454.6173553826738
0.6900000000000001,3.048794090093544,0.16338650848851077,18.660011272031884,0.1,0.10003829433805758,1.0,4.824155195592583,nan,457.10199115701255
0.7000000000000001,2.954135881462474,0.1669815124153363,17.69139492589213,0.1,0.09993288358397498,1.0,5.069811800306008,nan,459.5857843915476
0.71,2.8621485387737953,0.170679810184143,16.769110158289262,0.1,0.09982938305367137,1.0,5.351753794510631,nan,462.0680769463377
0.72,2.772849551418813,0.17447967785171478,15.892106092581038,0.1,0.09972789366782286,1.0,5.680151995811154,nan,464.5482162924994
0.73,2.6862514296619366,0.17837875790728527,15.059256276793628,0.1,0.09962851197912397,1.0,6.0697120291039175,nan,467.02555567519914
0.74,2.6023622598431086,0.1823739312064742,14.26937634467533,0.1,0.09953133030940392,1.0,6.5426329330036195,nan,469.49945427280454
0.75,2.5211864022209984,0.18646108456906793,13.521247117315323,0.1,0.09943643688492766,1.0,7.134312910414337,nan,471.9692773524496
0.76,2.44272550758728,0.19063450562803877,12.813658784068528,0.1,0.09934391596972526,1.0,7.905399995526055,nan,474.43439642199473
0.77,2.366980262794468,0.19488433188106666,12.145564704703816,0.1,0.09925384799682122,1.0,8.97049861983445,nan,476.8941893783148
0.78,2.293954089938315,0.19917129864685987,11.5174932609422,0.1,0.0991663096972621,1.0,10.578920721701856,nan,479.34804065179753
0.79,2.223663078147218,0.20105408390052262,11.06002442232131,0.1,0.09908137422686605,1.0,13.40282003818599,nan,481.7953413468967
0.8,2.1561715358798503,0.19898862614737903,10.835652155731266,0.1,0.09899911129064136,1.0,19.891822811915546,nan,484.2354893785256
0.81,2.0917902431586284,0.19686277080551945,10.625626341636256,0.1,0.09891958726457072,1.0,35.800111007838474,nan,486.6678896048974
0.8200000000000001,2.0340212572256804,0.19474940842095456,10.444300055736779,0.1,0.09884286531425128,1.0,53.4848269229722,nan,489.09195395831625
0.8300000000000001,2.0115620089500834,0.19265432944137115,10.441301863201808,0.1,0.09876900551184425,1.0,67.74622003477191,nan,491.50710156914016
0.84,2.0030011525213958,0.19057831665751016,10.510120918535582,0.1,0.09869806494975825,1.0,79.65956402702426,nan,493.91275888762635
0.85,1.9953025105130315,0.18852113714787438,10.583972390045224,0.1,0.09863009785172266,1.0,90.02080895379738,nan,496.308359801564
0.86,1.987724504421506,0.18648228963623786,10.65905244030876,0.1,0.098565155681068,1.0,99.27499310152987,nan,498.6933457501032
0.87,1.9801402713436715,0.18446121330770704,10.73472431323826,0.1,0.09850328724618672,1.0,107.68983803781416,nan,501.06716583383786
0.88,1.9725164472548993,0.1824573596963515,10.81083520301726,0.1,0.09844453880317215,1.0,115.43897309253174,nan,503.42927692114364
0.89,1.9648446601307474,0.18047022000157134,10.88736224798551,0.1,0.09838895415564383,1.0,122.64186295447045,nan,505.7791437507557
0.9,1.9571253028337698,0.17849933530863246,10.964328239373117,0.1,0.09833657475177816,1.0,129.38454925571472,nan,508.11623903055437
0.91,1.9493623169717647,0.1765442994496048,11.04177434813304,0.1,0.09828743977857407,1.0,135.73126335164628,nan,510.4400435324977
0.92,1.9415611618875772,0.17460475842859335,11.119749423562252,0.1,0.0982415862533913,1.0,141.73134756558574,nan,512.7500461836323
0.93,1.933727911760392,0.17268040815671748,11.198305195140735,0.1,0.0981990491126425,1.0,147.4235979390501,nan,515.0457441536344
0.9400000000000001,1.9258688133406248,0.17077099134554521,11.277493900844908,0.1,0.09815986129723114,1.0,152.83910768218774,nan,517.3266429404304
0.9500000000000001,1.9179900528553786,0.16887629400180956,11.357367025325809,0.1,0.09812405383608214,1.0,158.00319713571224,nan,519.5922564495653
0.96,1.9100976262870846,0.16699614175956082,11.437974591276616,0.1,0.09809165592651814,1.0,162.93676330240467,nan,521.8421070715053
0.97,1.9021972642618834,0.16513039618759193,11.519364745548987,0.1,0.09806269501207082,2.0,167.65724849155302,nan,524.0757257551512
0.98,1.8942943873844336,0.16327895115781985,11.601583510623323,0.1,0.09803719685765244,2.0,172.17935121794463,nan,526.2926520779332
0.99,1.8863940793975176,0.16144172932621909,11.684674633196932,0.1,0.09801518562211797,2.0,176.5155581969453,nan,528.492434312576
1.0,1.878501071204884,0.15961867875965996,11.768679491661304,0.1,0.0979966839282693,2.0,180.67654934199663,nan,530.674629490556
1.01,1.870619731762218,0.15780976972998845,11.853637040107447,0.1,0.09798171293035762,2.0,184.6715107896415,nan,532.838803462257
1.02,1.8627540634630828,0.15601499168864782,11.939583775259868,0.1,0.09797029237914238,2.0,188.5083801329748,nan,534.9845309538321
1.03,1.8549077005685963,0.1542343504295409,12.026553717785303,0.1,0.09796244068456908,2.0,192.19404088330967,nan,537.1113956207498
1.04,1.8470839097741751,0.1524678654436863,12.114578402466007,0.1,0.09795817497613064,2.0,195.7344783570919,nan,539.2189900980112
1.05,1.839285592376046,0.15071556746419448,12.203686874038446,0.1,0.09795751116095539,2.0,199.13490579473824,nan,541.3069160470827
1.06,1.8315152876726508,0.14897749619948425,12.293905686401189,0.1,0.09796046397919932,2.0,202.39986602560575,nan,543.3747842013099
1.07,1.8237751773038458,0.14725369825423557,12.385258903006106,0.1,0.0979670470576537,2.0,205.53331621181937,nan,545.4222144068372
1.08,1.8160670903954046,0.14554422523224078,12.47776809761815,0.1,0.09797727296114898,2.0,208.53869788457584,nan,547.4488356606599
1.09,1.8083925094579165,0.14384913201305838,12.571452355331235,0.1,0.09799115324175071,2.0,211.41899477172018,nan,549.454286146112
1.1,1.8007525769812565,0.14216847519601114,12.666328273539651,0.1,0.09800869848593186,2.0,214.17678117283538,nan,551.4382132653382
1.11,1.7931481027061944,0.14050231170388355,12.7624099629432,0.1,0.09802991835971285,2.0,216.81426246107583,nan,553.4002736690206
1.12,1.7855795715820248,0.1388506975379618,12.859709048950561,0.1,0.0980548216518282,2.0,219.33330908688282,nan,555.3401332833757
1.1300000000000001,1.778047152430749,0.1372136866759989,12.958234673988692,0.1,0.09808341631497804,2.0,221.7354851624727,nan,557.2574673344444
1.1400000000000001,1.7705507073514588,0.13559133010452945,13.057993501402441,0.1,0.09811570950522544,2.0,224.02207249318258,nan,559.1519603696748
1.1500000000000001,1.7630898019095025,0.1339836749768845,13.158989721797669,0.1,0.09815170761960033,2.0,226.19409081041604,nan,561.0233062767918
1.16,1.7556637161645492,0.13239076388831125,13.261225062842593,0.1,0.09819141633197102,2.0,228.25231475300262,nan,562.871208299943
1.17,1.7482714566172453,0.13081263425906242,13.364698803901113,0.1,0.0982348406272465,2.0,230.1972881423116,nan,564.6953790530918
1.18,1.7409117691836775,0.1292493178158776,13.46940779729064,0.1,0.09828198483375152,2.0,232.02933515783312,nan,566.495540531514
1.19,1.7335831532578683,0.12770084016508054,13.575346497461119,0.1,0.09833285265383089,2.0,233.74856852917068,nan,568.2714241214572
1.2,1.7262838769277276,0.12616722045081052,13.682506999516272,0.1,0.09838744719332572,2.0,235.35489796062993,nan,570.0227706055684
1.21,1.719011993501903,0.12464847108915124,13.790879089663516,0.1,0.09844577098919959,2.0,236.84803515494423,nan,571.7493301671856
1.22,1.7117653594871984,0.12314459757082416,13.90045031007317,0.1,0.09850782603576995,2.0,238.22749737430865,nan,573.4508623918948
1.23,1.70454165415247,0.12165559832634087,14.011206040679204,0.1,0.09857361380946933,2.0,239.49260949748503,nan,575.127136266871
1.24,1.6973384008628314,0.12018146464696007,14.12312960113159,0.1,0.09864313529218327,2.0,240.64250458707883,nan,576.7779301780206
1.25,1.69015299038707,0.11872218065555837,14.23620237645913,0.1,0.09871639099321224,2.0,241.67612297389385,nan,578.4030319049326
1.26,1.6829827064141074,0.11727772332192876,14.35040397053326,0.1,0.09879338096990546,2.0,242.5922098700936,nan,580.0022386136402
1.27,1.6758247535542046,0.11584806251742778,14.465712392057478,0.1,0.09887410484701481,2.0,243.3893114769609,nan,581.5753568471785
1.28,1.6686762881489299,0.11443316110428019,14.582104278569263,0.1,0.09895856183481747,2.0,244.0657696368173,nan,583.1222025139151
1.29,1.6615344522745237,0.11303297505517715,14.699555164883913,0.1,0.0990467507460563,2.0,244.61971503350216,nan,584.6426008736248
1.3,1.6543964114316243,0.11164745359828886,14.818039803972566,0.1,0.09913867001171926,2.0,245.0490590082006,nan,586.1363865213943
1.31,1.6472593964809397,0.11027653938397179,14.93753254937887,0.1,0.09923431769532676,2.0,245.3514826140528,nan,587.6034033710971
1.32,1.640120750435714,0.10892016867115889,15.05800780925529,0.1,0.09933369150653439,2.0,245.52442365525752,nan,589.0435046348587
1.33,1.6329779809226561,0.10757827152990622,15.179440584976273,0.1,0.09943678881342377,2.0,245.5650643553162,nan,590.4565528017205
1.34,1.6258288193091681,0.10625077205667172,15.301807110088465,0.1,0.09954360665380556,2.0,245.4703138118537,nan,591.8424196139464
1.35,1.6186712876594218,0.10493758860027583,15.425085608029372,0.1,0.09965414174553239,2.0,245.23678817708716,nan,593.2009860412697
1.36,1.6115037749602166,0.10363863399629497,15.5492571912693,0.1,0.09976839049578672,2.0,244.8607883778075,nan,594.5321422534275
1.37,1.604325124394987,0.10235381580779794,15.67430692967638,0.1,0.09988634900937769,2.0,244.33827471466012,nan,595.8357875909754
1.3800000000000001,1.5971347338578292,0.1010830365706743,15.800225122255398,0.1,0.10000801309608191,2.0,243.66483766938654,nan,597.11183053437
1.3900000000000001,1.5899326724288803,0.09982619404202328,15.927008814535943,0.1,0.10013337827706312,2.0,242.8356641185346,nan,598.3601886712913
1.4000000000000001,1.58271981620689,0.09858318145027668,16.054663614251293,0.1,0.10026243979040672,2.0,241.84549811902195,nan,599.5807886621734
1.41,1.5754980077573553,0.09735388774591495,16.183205871236144,0.1,0.10039519259580618,2.0,240.68859530763,nan,600.7735662038915
1.42,1.568270244541061,0.09613819785180927,16.312665304569645,0.1,0.10053163137843789,2.0,239.35866979028177,nan,601.9384659915551
1.43,1.5610409031099786,0.09493599291238101,16.44308818206289,0.1,0.10067175055206372,2.0,237.8488322541756,nan,603.0754416783343
1.44,1.5538160076879053,0.09374715054089455,16.574541185762193,0.1,0.10081554426140021,2.0,236.15151772158524,nan,604.1844558332413
1.45,1.5466035541830436,0.09257154506339427,16.70711613513535,0.1,0.10096300638376156,2.0,234.2584011975919,nan,605.2654798969706
1.46,1.539413903666389,0.09140904775847929,16.840935787164348,0.1,0.10111413052901767,2.0,232.1603000640063,nan,606.3184941413687
1.47,1.5322602629599535,0.09025952709445491,16.976160991365177,0.1,0.10126891004004698,2.0,229.84704882024147,nan,607.3434876201221
1.48,1.525159274856126,0.08912284896337397,17.112999557306647,0.1,0.10142733799196314,2.0,227.30736283892435,nan,608.340458121238
1.49,1.5181317463946058,0.08799887690986606,17.251717291228285,0.1,0.10158940719055057,2.0,224.52866444102204,nan,609.3094121180364
1.5,1.511203550011225,0.08688747235515441,17.392651771870494,0.1,0.10175511017026054,2.0,221.49687024599024,nan,610.2503647171761
1.51,1.5044067391842944,0.08578849481692957,17.53622956545233,0.1,0.10192443919148368,2.0,218.1961319986205,nan,611.1633396055468
1.52,1.4977809259255637,0.08470180212486068,17.682987709253858,0.1,0.10209738623712597,2.0,214.6085160095174,nan,612.0483689959661
1.53,1.4913749686540525,0.08362725063165381,17.833600380131966,0.1,0.10227394300851661,2.0,210.71360101712756,nan,612.9054935716107
1.54,1.485249009406347,0.08256469541963203,17.98891162690813,0.1,0.10245410092067676,2.0,206.48796653216488,nan,613.734762429102
1.55,1.4794768675093903,0.08151399050287587,18.14997472681936,0.1,0.10263785109697991,2.0,201.9045321239841,nan,614.5362330201525
1.56,1.4741487238475395,0.08047498902502094,18.318097855088908,0.1,0.102825184363235,2.0,196.93169042276588,nan,615.309971091676
1.57,1.4693738883886158,0.07944754345285797,18.49489392029475,0.1,0.10301609124122539,2.0,191.53214890657443,nan,616.0560506242495
1.58,1.465283203419465,0.07843150576593563,18.682329111369256,0.1,0.10321056194173793,2.0,185.66135087680246,nan,616.7745537688078
1.59,1.462030284681637,0.0774267276424082,18.88275959994018,0.1,0.1034085863571184,2.0,179.26527163674055,nan,617.4655707814385
1.6,1.4597904017564902,0.07643306064140909,19.098939510026902,0.1,0.10361015405339087,2.0,172.27725714530007,nan,618.1291999561336
1.61,1.4587555574284723,0.07545035638231563,19.33397835838959,0.1,0.10381525426198038,2.0,164.61333970064314,nan,618.7655475553518
1.62,1.4591246466597811,0.07447846672217504,19.591228322445378,0.1,0.10402387587094475,2.0,156.16502289483535,nan,619.3747277391368
1.6300000000000001,1.4610888889056926,0.07351724393088273,19.874097705285795,0.1,0.10423600741326705,2.0,146.78764560092736,nan,619.9568625092306
1.6400000000000001,1.4648149827346484,0.07256654086257296,20.1858179447843,0.1,0.10445163705833947,2.0,136.2803994260464,nan,620.512081627136
1.6500000000000001,1.470430557641169,0.0716262111249352,20.5292243516322,0.1,0.10467075260139702,2.0,124.34944289922838,nan,621.0405225416408
1.6600000000000001,1.4780167237793296,0.07069610924767372,20.906620456315483,0.1,0.10489334145226438,2.0,110.53270095743724,nan,621.542330316276
1.67,1.4876100182898953,0.06977609084952717,21.319767275268273,0.1,0.10511939062412881,2.0,94.02451999562457,nan,622.0176575523385
1.68,1.499212228542135,0.06886601280424016,21.769987363778764,0.1,0.1053488867217748,2.0,73.18762600413035,nan,622.466664311382
1.69,1.5128039841099412,0.06796573340608858,22.258333844072364,0.1,0.10558181592931443,2.0,44.3255368863713,nan,622.8895180370129
1.7,1.5283579272144394,0.06707511253532997,22.785767618495147,0.1,0.10581816399744891,2.0,19.027247688434667,nan,623.2863934758217
1.71,1.5458489223310166,0.06619401182390879,23.353304622830965,0.1,0.10605791623029903,2.0,12.5245950326338,nan,623.6574725972716
