case,family,t,initial_q_over_H,q_over_H,mode,Xi_participation,Q_rho_participation,Q_chi_participation,total_input_subspace_gain,within_tracked_subspace_gain,orthogonal_leakage_gain,full_transfer_gain,maximum_abs_pair_real_lambda_over_H,maximum_abs_pair_imag_lambda_over_H,assigned_subspace_overlap
baseline,reference,3.3000000000000003,0.01,0.015537740752263917,matter_phase,1.0282934383620423e-06,0.19586875146263297,0.8041302202439287,24198595120.07306,148801234.64161313,24198137613.828724,16066351668682.654,4.99423386941964e-14,4.521974330514898,0.9998767689597912
baseline,reference,3.31,0.01,0.015545982242408983,gauge_continuation_Xi,0.999994682280892,5.317605587221957e-06,1.1352070759162022e-10,17106678279687.158,17106290219687.92,115224496223.16902,17107266133878.26,6.25498773691447e-15,5353.891464071119,0.9999999987675745
baseline,reference,3.31,0.01,0.015545982242408983,matter_radial,1.5174204521018495e-06,0.282902455853391,0.7170960267261568,40216622879.82275,250619791.49437082,40215841972.75985,17107266133878.26,5.794583690697706,0.0,0.9999959566178563
baseline,reference,3.31,0.01,0.015545982242408983,matter_phase,1.0370336086790002e-06,0.19153444229103742,0.8084645206753539,25766385257.956203,146403464.00637996,25765969325.588158,17107266133878.26,3.958234427266188e-15,4.386177973660671,0.9998318402142017
baseline,reference,3.3200000000000003,0.01,0.015553686239040014,gauge_continuation_Xi,0.9999945027392647,5.497146786218914e-06,1.1394901534803522e-10,18254418709712.504,18254059582017.125,114504173158.63599,18255046004875.777,6.266971429642892e-15,5266.846576697885,0.9999999976024655
baseline,reference,3.3200000000000003,0.01,0.015553686239040014,matter_radial,1.568791883911881e-06,0.2830205094744236,0.7169779217336926,42914881611.502754,247741111.52752015,42914166519.588326,18255046004875.777,5.815908472616062,0.0,0.9999950742948494
baseline,reference,3.3200000000000003,0.01,0.015553686239040014,matter_phase,1.0447471537661199e-06,0.18664538637475211,0.8133535688780941,27495132453.21427,143928531.60612947,27494755739.914955,18255046004875.777,4.700228572232169e-15,4.239037503878507,0.9997716744594496
baseline,reference,3.33,0.01,0.01556085649509612,gauge_continuation_Xi,0.9999943031204831,5.696764830326304e-06,1.1468658815113872e-10,19512349102660.57,19512016793672.746,113877774526.95256,19513019625365.82,6.27874431200225e-15,5178.420991151121,0.9999999958171821
baseline,reference,3.33,0.01,0.01556085649509612,matter_radial,1.6255417596765903e-06,0.28307729892736994,0.7169210755308704,45872189359.686935,244935862.1853635,45871535434.01826,19513019625365.82,5.8452233773374065,0.0,0.9999939135730403
baseline,reference,3.33,0.01,0.01556085649509612,matter_phase,1.0512743370539267e-06,0.18121137441470864,0.8187875743109543,29389849744.466785,141347286.12360048,29389509845.300938,19513019625365.82,9.810537987503515e-17,4.080061882012613,0.9996913366403266
baseline,reference,3.34,0.01,0.015567497046509927,gauge_continuation_Xi,0.9999940811382619,5.918745985870075e-06,1.1575218604670977e-10,20884128609797.94,20883820987937.67,113352257832.03401,20884846272358.156,6.290307402316217e-15,5088.5980645394575,0.9999999933169881
baseline,reference,3.34,0.01,0.015567497046509927,matter_radial,1.6890981988039288e-06,0.2832116435263492,0.716786667375452,49097148537.07873,242206967.55279985,49096551103.48222,20884846272358.156,5.883976971005754,0.0,0.9999924095443958
baseline,reference,3.34,0.01,0.015567497046509927,matter_phase,1.0564602843107009e-06,0.17524908307361772,0.824749860466098,31456048610.898087,138626062.7905795,31455743148.52374,20884846272358.156,3.931442126447636e-14,3.9087364627244017,0.9995848899698596
baseline,reference,3.35,0.01,0.015573612207755322,gauge_continuation_Xi,0.9999938340814336,6.165801397041475e-06,1.1716945514835954e-10,22373765453744.816,22373480406631.527,112938360448.43524,22374534306211.52,5.513954109112669e-15,4997.344103817533,0.9999999899751447
baseline,reference,3.35,0.01,0.015573612207755322,matter_radial,1.7613954625666562e-06,0.2836043308252708,0.7163939077792665,52599182199.10113,239565691.53936493,52598636639.11524,22374534306211.52,5.933818191982084,0.0,0.9999904840463981
baseline,reference,3.35,0.01,0.015573612207755322,matter_phase,1.0601605530830312e-06,0.16878291831954528,0.8312160215199016,33699766309.21825,135727698.18856677,33699492982.65281,22374534306211.52,4.8844033218780414e-14,3.724542792128229,0.9994459498207298
baseline,reference,3.36,0.01,0.015579206567132787,gauge_continuation_Xi,0.9999935587472967,6.4411337356679805e-06,1.1896763556891742e-10,23985665890054.473,23985401343480.87,112652480971.74947,23986490133895.914,3.1564044395839683e-15,4904.616853879619,0.9999999856281885
baseline,reference,3.36,0.01,0.015579206567132787,matter_radial,1.8450522568826678e-06,0.28448814955367274,0.7155100053940704,56388649149.19942,237036717.7706904,56388150940.298935,23986490133895.914,5.996607756249443,0.0,0.9999880514570331
baseline,reference,3.36,0.01,0.015579206567132787,matter_phase,1.0622431226030287e-06,0.1618455345818515,0.8381534031750258,36127639620.47125,132613671.11484717,36127396227.25222,23986490133895.914,5.523707769271945e-14,3.5269797130067517,0.9992691891751097
baseline,reference,3.37,0.01,0.01558428498179387,gauge_continuation_Xi,0.999993251367085,6.7485117326858685e-06,1.2118240764729257e-10,25724709587564.617,25724463508381.97,112519200423.25859,25725593591934.05,7.904687371667589e-15,4810.376269747874,0.9999999800700323
baseline,reference,3.37,0.01,0.01558428498179387,matter_radial,1.9436092592849124e-06,0.28615916756916915,0.7138388888215714,60477021152.85692,234665265.79850364,60476565872.54383,25725593591934.05,6.074417065225448,0.0,0.9999850324188324
baseline,reference,3.37,0.01,0.01558428498179387,matter_phase,1.0625876353549925e-06,0.15447785218464183,0.8455210852277228,38747018389.27035,129247924.81139658,38746802823.3606,25725593591934.05,2.7666405800836558e-15,3.3155799940646995,0.9990533684758004
baseline,reference,3.38,0.01,0.015588852572506614,gauge_continuation_Xi,0.9999929075050374,7.0923711055262274e-06,1.238570229319982e-10,27596329407527.168,27596099791666.098,112574673686.75816,27597277728272.777,3.167243191856117e-15,4714.591301818733,0.9999999730412102
baseline,reference,3.38,0.01,0.015588852572506614,matter_radial,2.0618460016856387e-06,0.28898848028866886,0.7110094578653294,64877070492.83692,232527000.51596302,64876653789.53015,27597277728272.777,6.169508333345653,0.0,0.9999813783091923
baseline,reference,3.38,0.01,0.015588852572506614,matter_phase,1.0610831717553833e-06,0.14672842893573187,0.8532705099810963,41566085688.55232,125602684.89128886,41565895917.610405,27597277728272.777,2.1774796944010805e-14,3.089909951053142,0.9988061443825323
baseline,reference,3.39,0.01,0.01559291471816396,gauge_continuation_Xi,0.9999925219017679,7.477971188161844e-06,1.2704394786573495e-10,29606548004503.082,29606332850247.703,112871180063.22417,29607565404435.656,0.0,4617.236309582141,0.9999999642072283
baseline,reference,3.39,0.01,0.01559291471816396,matter_radial,2.2061997139235038e-06,0.29343282408278687,0.7065649697174992,69602956015.36594,230741667.09071293,69602573546.96042,29607565404435.656,6.284290291065845,0.0,0.9999771065225861
baseline,reference,3.39,0.01,0.01559291471816396,matter_phase,1.0576264486312728e-06,0.13865215112776472,0.8613467912457866,44593912948.501076,121665683.6193743,44593746977.79861,29607565404435.656,2.478523415081547e-16,2.8495277223492934,0.9985495905157126
baseline,reference,3.4,0.01,0.015596477050037277,gauge_continuation_Xi,0.9999920882171592,7.911652033356979e-06,1.3080737128263541e-10,31761888548841.027,31761685814187.848,113483169756.43929,31762980014933.715,0.0,4518.271205398219,0.9999999531162458
baseline,reference,3.4,0.01,0.015596477050037277,matter_radial,2.3853094727831695e-06,0.3000412438170437,0.6999563708734836,74670013244.82854,229491477.11293703,74669660583.43114,31762980014933.715,6.421247302826515,0.0,0.9999723403347535
baseline,reference,3.4,0.01,0.015596477050037277,matter_phase,1.0521233043099752e-06,0.13030840166072663,0.869690546215969,47840325485.14589,117446530.02917822,47840181321.11627,31762980014933.715,4.543083863992042e-14,2.593854968513619,0.9983228245176051
baseline,reference,3.41,0.01,0.01559954544577745,gauge_continuation_Xi,0.9999915986049804,8.401259792439605e-06,1.3522711800627244e-10,34069177518419.656,34068985060429.465,114515212197.49431,34070348272230.76,3.1827426273380276e-15,4417.60036361475,0.9999999391201841
baseline,reference,3.41,0.01,0.01559954544577745,matter_radial,2.610708737505606e-06,0.30945348907315096,0.6905439002181115,80094290760.72997,229045437.75860417,80093963259.73506,34070348272230.76,6.582846991171982,0.0,0.9999673382249376
baseline,reference,3.41,0.01,0.01559954544577745,matter_phase,1.0444977815489216e-06,0.12175909531075932,0.8782398601914592,51315605461.75064,112978312.41193695,51315481093.00916,34070348272230.76,2.247811980557482e-14,2.3218758881347865,0.9981760771242637
baseline,reference,3.42,0.01,0.01560212602326423,gauge_continuation_Xi,0.9999910433049444,8.956554652871087e-06,1.404027527853871e-10,36535678751961.2,36535494247870.125,116111714996.77681,36536934264663.77,3.187710385065349e-15,4315.076256950692,0.9999999213359039
baseline,reference,3.42,0.01,0.01560212602326423,matter_radial,2.8975989557386057e-06,0.3223842825115589,0.6776128198894854,85892865347.80728,229790117.3759092,85892557967.25648,36536934264663.77,6.771441779177551,0.0,0.9999624911736544
baseline,reference,3.42,0.01,0.01560212602326423,matter_phase,1.0346814887299107e-06,0.11306713293747182,0.8869318323810395,55030693802.31644,108311486.20199503,55030587212.80619,36536934264663.77,3.187710385065349e-15,2.0314802078664287,0.9981532726445613
baseline,reference,3.43,0.01,0.01560422513444304,gauge_continuation_Xi,0.9999904106769263,9.589176618824979e-06,1.4645492188333536e-10,39169442866427.58,39169263716191.66,118466863577.46332,39170788885846.16,3.1925804393352528e-15,4210.630571462158,0.999999898777055
baseline,reference,3.43,0.01,0.01560422513444304,matter_radial,3.2655148932688335e-06,0.3395866761721596,0.6604100583129472,92084663452.27164,232262450.06256938,92084370537.41763,39170788885846.16,6.9891897526975555,0.0,0.9999582711043224
baseline,reference,3.43,0.01,0.01560422513444304,matter_phase,1.0225457184598012e-06,0.10429577500147888,0.8957032024528027,58997716490.322754,103503623.09265995,58997625698.6034,39170788885846.16,1.1672872231319518e-14,1.7179727303664578,0.9982699671842814
baseline,reference,3.44,0.01,0.015605849358616015,gauge_continuation_Xi,0.9999896860927174,1.0313753747215104e-05,1.5353533749356247e-10,41979258470118.19,41979081661146.86,121838367327.09431,41980701046089.26,3.197353863049703e-15,4104.144293659288,0.9999998699012359
baseline,reference,3.44,0.01,0.015605849358616015,matter_radial,3.7393011595631156e-06,0.36178836029125583,0.6382079004075846,98690346487.15923,237186887.0342083,98690061465.86473,41980701046089.26,7.238024407940884,0.0,0.9999551340509532
baseline,reference,3.44,0.01,0.015605849358616015,matter_phase,1.0079652095661806e-06,0.095509098287654,0.9044898937471364,63229911085.02095,98610189.43463701,63229834191.22805,41980701046089.26,4.116124736294209e-15,1.3701132874553557,0.9985023108275876
baseline,reference,3.45,0.01,0.015607005495814357,gauge_continuation_Xi,0.9999888512853368,1.1148552828983796e-05,1.6183426541084065e-10,44974610683961.305,44974432612780.19,126559600117.08185,44976156192268.14,0.0,3995.499965122669,0.9999998326845435
baseline,reference,3.45,0.01,0.015607005495814357,matter_radial,4.349807879600632e-06,0.38959822476955935,0.610397425422561,105732213318.74316,245501745.93050754,105731928300.64604,44976156192268.14,7.51969692183746,0.0,0.9999534094625822
baseline,reference,3.45,0.01,0.015607005495814357,matter_phase,9.908074328061236e-07,0.08677318564115012,0.913225823551417,67741564245.460594,93688174.97283213,67741499458.95602,44976156192268.14,8.255238182934888e-15,0.9552538246854794,0.9987971922006508
baseline,reference,3.46,0.01,0.01560770055990129,gauge_continuation_Xi,0.9999878830551714,1.2116773234920377e-05,1.715936691291414e-10,48165728835964.12,48165545065994.945,133051851680.74593,48167384003910.836,6.413230727842772e-15,3884.556307604487,0.9999997842458032
baseline,reference,3.46,0.01,0.01560770055990129,matter_radial,5.134564939863666e-06,0.4233877408968203,0.5766071245382399,113234312392.90279,258371293.15025514,113234017624.42404,48167384003910.836,7.835899592962196,0.0,0.9999532215744585
baseline,reference,3.46,0.01,0.01560770055990129,matter_phase,9.7096682886337e-07,0.07815727873721642,0.9218417502959548,72548083568.72508,88811926.65095185,72548029207.8041,48167384003910.836,8.617778790538725e-15,0.24692683677016747,0.999096193179603
baseline,reference,3.47,0.01,0.015607941771540157,gauge_continuation_Xi,0.9999867515033148,1.3248313559858085e-05,1.8312531207578303e-10,51563476983909.78,51563281911605.555,141835025597.07437,51565248912133.195,3.2111058367990373e-15,3771.1343904256732,0.9999997204424638
baseline,reference,3.47,0.01,0.015607941771540157,matter_radial,6.1383823904010415e-06,0.46316285872898644,0.5368310028886232,121222184361.52086,277177696.7613524,121221867474.07819,51565248912133.195,8.188462377161692,0.0,0.9999544752564504
baseline,reference,3.47,0.01,0.015607941771540157,matter_phase,9.483960568595144e-07,0.06973405743155192,0.9302649941723913,77665832693.25606,84096495.86445181,77665787163.43652,51565248912133.195,0.8234624773090611,0.0,0.99935621187481
baseline,reference,3.48,0.01,0.015607736551043078,gauge_continuation_Xi,0.9999854175760445,1.4582227119369539e-05,1.9683611002110872e-10,55179331933707.195,55179118321439.93,153538004339.0307,55181228117233.24,0.0,3655.014639096378,0.9999996352527686
baseline,reference,3.48,0.01,0.015607736551043078,matter_radial,7.414116499783135e-06,0.5084547557062654,0.4915378301772348,129722810405.13715,303503728.24477863,129722455361.02876,55181228117233.24,8.579605074302721,0.0,0.999956905301987
baseline,reference,3.48,0.01,0.015607736551043078,matter_phase,9.231271867113432e-07,0.061578536942254306,0.9384205399305591,83112098189.69806,79719938.35348383,83112059956.57578,55181228117233.24,1.1440982842065606,0.0,0.9995567576001535
baseline,reference,3.49,0.01,0.015607092511108268,gauge_continuation_Xi,0.9999838295453154,1.617024142005217e-05,2.1326458866079474e-10,59025467426883.02,59025225737240.15,168913083782.19238,59027495779076.32,3.2198125732006513e-15,3535.9391308839186,0.9999995197845729
baseline,reference,3.49,0.01,0.015607092511108268,matter_radial,9.024179554542494e-06,0.5582662298901844,0.44172474593026106,138764810151.94638,339133967.2918991,138764395738.4528,59027495779076.32,9.012230627694612,0.0,0.9999601595894838
baseline,reference,3.49,0.01,0.015607092511108268,matter_phase,8.952802289626292e-07,0.053765596048769536,0.9462335086710014,88905216365.60783,75936532.66929157,88905183935.80067,59027495779076.32,1.3559239717323346,0.0,0.9996960708368062
baseline,reference,3.5,0.01,0.015606017449453892,gauge_continuation_Xi,0.9999819178130934,1.8081953771842783e-05,2.331347249493549e-10,63114935537529.03,63114652964731.59,188862510685.83417,63117104420275.84,6.448063024438e-15,3413.614112794261,0.9999993606368095
baseline,reference,3.5,0.01,0.015606017449453892,matter_radial,1.1043818630918464e-05,0.6111070595028625,0.3888818966785066,148378868129.53287,386109878.5451345,148378365763.21695,63117104420275.84,9.490258929653873,0.0,0.9999638801960797
baseline,reference,3.5,0.01,0.015606017449453892,matter_phase,8.650595068744593e-07,0.046366593629487,0.953632541311006,95064846488.78484,73071759.76208782,95064818405.41304,63117104420275.84,1.5084101956975104,0.0,0.9997831867154973
baseline,reference,3.5100000000000002,0.01,0.015604519341356373,gauge_continuation_Xi,0.9999795870111794,2.0412731382932184e-05,2.5743770795045797e-10,67461915532075.97,67461574560168.91,214488040985.23074,67464233794519.24,3.2281626885692472e-15,3287.7082316999804,0.9999991371028342
baseline,reference,3.5100000000000002,0.01,0.015604519341356373,matter_radial,1.3567719450813102e-05,0.6651313460824229,0.33485508619812626,158598318817.06534,446866758.6033552,158597689269.73547,67464233794519.24,10.01902136146324,0.0,0.9999677593840509
baseline,reference,3.5100000000000002,0.01,0.015604519341356373,matter_phase,8.327409794870372e-07,0.039445735963420374,0.9605534312956001,101612345624.3215,71487794.32504001,101612320477.25233,67464233794519.24,1.621273809792379,0.0,0.9998310604887815
baseline,reference,3.52,0.01,0.015602606332100645,gauge_continuation_Xi,0.9999767036105633,2.32961018767884e-05,2.8755990076308307e-10,72081972031488.7,72081548232794.53,247176681022.147,72084449057634.2,6.464415095278256e-15,3157.842438539043,0.9999988162253078
baseline,reference,3.52,0.01,0.015602606332100645,matter_radial,1.672215987061301e-05,0.718356880555379,0.2816263972847502,169459753566.84372,524470052.3063525,169458941959.69617,72084449057634.2,10.605761924312759,0.0,0.9999715651712681
baseline,reference,3.52,0.01,0.015602606332100645,matter_phase,7.986548975382607e-07,0.03305682242015621,0.9669423789249462,108571157483.12526,71514005.33134195,108571133930.58318,72084449057634.2,1.7051556947174127,0.0,0.9998523817070326
baseline,reference,3.5300000000000002,0.01,0.015600286729350123,gauge_continuation_Xi,0.9999730758220872,2.6923852422900047e-05,3.25489920446822e-10,76992226865708.34,76991685440780.9,288739897752.2039,76994872627936.72,0.0,3023.5679570480575,0.9999983436986143
baseline,reference,3.5300000000000002,0.01,0.015600286729350123,matter_radial,2.0686065277551405e-05,0.7689154702811087,0.23106384365361377,181003424622.26038,622973726.2242979,181002352550.24365,76994872627936.72,11.260324430825074,0.0,0.9999751430546017
baseline,reference,3.5300000000000002,0.01,0.015600286729350123,matter_phase,7.631680634685978e-07,0.02724081583057918,0.9727584210013573,115967071272.15773,73359715.16369025,115967048068.81094,76994872627936.72,1.7667394418856768,0.0,0.9998576880282896
baseline,reference,3.54,0.01,0.015597568995443433,gauge_continuation_Xi,0.9999684197378034,3.1579888029995225e-05,3.741666755035584e-10,82211300536706.28,82210590692128.92,341634289693.4295,82214125647273.36,0.0,2884.328902998049,0.9999976263589488
baseline,reference,3.54,0.01,0.015597568995443433,matter_radial,2.5726758047660624e-05,0.8152709903899585,0.18470328285199383,193273107501.47083,747955241.0914893,193271660225.27048,82214125647273.36,11.996157438777322,0.0,0.9999784040736966
baseline,reference,3.54,0.01,0.015597568995443433,matter_phase,7.266689804267472e-07,0.02202445901917472,0.9779748143118449,123828133525.03853,77053254.02658801,123828109551.46982,82214125647273.36,1.8106140668605182,0.0,0.9998548780838474
baseline,reference,3.5500000000000003,0.01,0.015594461739625276,gauge_continuation_Xi,0.9999622997653771,3.7699796532552874e-05,4.3809039812924833e-10,87758816869621.97,87757862318592.27,409316047619.6537,87761832615137.19,0.0,2739.4058831372326,0.9999964966788606
baseline,reference,3.5500000000000003,0.01,0.015594461739625276,matter_radial,3.226180764964231e-05,0.8563558064651069,0.14361193172724346,206314936466.32227,907347550.8474038,206312941255.57077,87761832615137.19,12.831861882297806,0.0,0.9999813076875518
baseline,reference,3.5500000000000003,0.01,0.015594461739625276,matter_phase,6.895578396096422e-07,0.017419959419586854,0.9825793510225735,132183901998.71562,82444930.5893436,132183876287.69052,87761832615137.19,1.840113319017651,0.0,0.9998493975131284
baseline,reference,3.56,0.01,0.015590973710218147,gauge_continuation_Xi,0.9999540183660405,4.598110950780936e-05,5.244517794495155e-10,93654381368745.88,93653063513519.73,496834072038.6015,93657599709542.5,0.0,2587.835735852165,0.9999946362297882
baseline,reference,3.56,0.01,0.015590973710218147,matter_radial,4.097138751680247e-05,0.8916077338889565,0.10835129472352661,220175002707.608,1112816128.8262515,220172190472.72668,93657599709542.5,13.793687926003116,0.0,0.9999838443615022
baseline,reference,3.56,0.01,0.015590973710218147,matter_phase,6.522419940224325e-07,0.013425619642154586,0.9865737281158514,141063906854.9462,89266305.0929767,141063878610.74753,93657599709542.5,1.8577521828605215,0.0,0.9998446717868127
baseline,reference,3.5700000000000003,0.01,0.015587113786780077,gauge_continuation_Xi,0.9999423999820299,5.759937262700067e-05,6.453429876181829e-10,99918181804225.11,99916308213713.0,611888882476.502,99921615394369.25,0.0,2428.3178349847735,0.9999913994231607
baseline,reference,3.5700000000000003,0.01,0.015587113786780077,matter_radial,5.3015917025352037e-05,0.9209216202980044,0.07902536378497019,234900766283.06192,1382217269.6006281,234896699584.70953,99921615394369.25,14.919765070177574,0.0,0.9999860191625046
baseline,reference,3.5700000000000003,0.01,0.015587113786780077,matter_phase,6.151273002297096e-07,0.010027207724412813,0.9899721771482869,150498555274.7507,97205981.50717652,150498523882.41006,99921615394369.25,1.8654788647377123,0.0,0.9998425805005461
baseline,reference,3.58,0.01,0.015582890972637726,gauge_continuation_Xi,0.9999253454244308,7.4653753239694e-05,8.223295498785594e-10,106573198879417.16,106570440410262.17,766779078066.9031,106576861162684.28,0.0,2259.246619798149,0.9999853861220802
baseline,reference,3.58,0.01,0.015582890972637726,matter_radial,7.048314292081262e-05,0.9445482587515018,0.05538125810557726,250546253244.10837,1744121596.9323902,250540182514.7335,106576861162684.28,16.267692189152015,0.0,0.9999878340138643
baseline,reference,3.58,0.01,0.015582890972637726,matter_phase,5.785247853189611e-07,0.007199828125930804,0.9927995933492838,160522461205.18143,105960371.67582339,160522426233.1236,106576861162684.28,1.8648321045951097,0.0,0.9998438901818452
baseline,reference,3.59,0.01,0.015578314386869305,gauge_continuation_Xi,0.9998987834878351,0.00010121541499597282,1.0971689060250274e-09,113644948865141.6,113640702019883.14,982469841162.8801,113648854162148.77,1.3032936980026072e-14,2078.350010327384,0.9999731985997362
baseline,reference,3.59,0.01,0.015578314386869305,matter_radial,9.743615883299247e-05,0.9629753393757206,0.036927224465446364,267171450586.707,2247271139.325967,267161999133.54367,113648854162148.77,17.92916721144921,0.0,0.9999892573632109
baseline,reference,3.59,0.01,0.015578314386869305,matter_phase,5.427097076485813e-07,0.004910060279628043,0.9950893970106642,171174057710.42087,115264997.42951682,171174018901.90833,113648854162148.77,1.857045359109679,0.0,0.9998486188157936
baseline,reference,3.6,0.01,0.01557339325650944,gauge_continuation_Xi,0.9998539318986205,0.0001460665415606531,1.5598188971568652e-09,121160373147000.95,121153422506554.03,1297781209962.9653,121164536704179.3,0.0,1882.2667254048793,0.9999454435840436
baseline,reference,3.6,0.01,0.01557339325650944,matter_radial,0.00014265217881196296,0.9768155730690918,0.023041774752096233,284839695653.55646,2981950192.9062915,284824086399.05743,121164536704179.3,20.060938408262064,0.0,0.9999901428730132
baseline,reference,3.6,0.01,0.01557339325650944,matter_phase,5.079175131101323e-07,0.0031181622273834175,0.9968813298551035,182493924388.06665,124902488.06770983,182493881645.18243,121164536704179.3,1.8431189512436965,0.0,0.999856327469733
baseline,reference,3.61,0.01,0.015568136908818305,gauge_continuation_Xi,0.9997688058807008,0.0002311916840159819,2.435283267095859e-09,129148157499665.03,129135704514774.77,1793433865815.9521,129152595549204.33,0.0,1665.6942077848253,0.9998709482809601
baseline,reference,3.61,0.01,0.015568136908818305,matter_radial,0.00022811352233790682,0.9867118583115384,0.013060028166123777,303618426725.9554,4135946032.1235313,303590255110.344,129152595549204.33,22.95913335299734,0.0,0.9999899185272397
baseline,reference,3.61,0.01,0.015568136908818305,matter_phase,4.7433686282093607e-07,0.0017801806795584413,0.9982193449835788,194525268265.77667,134700914.44368815,194525221628.29175,129152595549204.33,1.823871752859856,0.0,0.999866342482654
baseline,reference,3.62,0.01,0.015562554763550042,gauge_continuation_Xi,0.9995744336915342,0.0004255618789323072,4.4295334438531605e-09,137638887807267.16,137613002320088.11,2669275046319.2456,137643617632411.02,1.3073015251295402e-14,1419.3498010239525,0.9996141452092702
baseline,reference,3.62,0.01,0.015562554763550042,matter_radial,0.00042279164535704477,0.9932435682014783,0.006333640153164813,323579549111.7334,6174390491.976625,323520635362.57654,137643617632411.02,27.273850760072882,0.0,0.9999859334055085
baseline,reference,3.62,0.01,0.015562554763550042,matter_phase,4.421131524806054e-07,0.0008498563735833353,0.9991497015132642,207314158350.11996,144528869.19001976,207314107971.03162,137643617632411.02,1.799979170485606,0.0,0.9998779150813034
baseline,reference,3.63,0.01,0.01555665632527217,gauge_continuation_Xi,0.9989503385466163,0.0010496506222638083,1.0831119934072504e-08,146665073896116.22,146593185694388.06,4591493103981.069,146670113897276.4,3.925746167190089e-14,1123.9536937983426,0.9982519165217825
baseline,reference,3.63,0.01,0.01555665632527217,matter_radial,0.0010471658019787337,0.9966858037210742,0.002267030476947012,344799491174.31464,10649433597.298351,344634993403.34406,146670113897276.4,34.84515072162908,0.0,0.999959009880764
baseline,reference,3.63,0.01,0.01555665632527217,matter_phase,4.113518385539163e-07,0.00028025821793690396,0.9997193304302245,220909561523.8332,154289333.6219976,220909507643.86252,146670113897276.4,1.7720016184471867,0.0,0.9998903273026132
baseline,reference,3.64,0.01,0.015550451175744667,gauge_continuation_Xi,0.9940608186250572,0.005939119831082705,6.154385992071042e-08,156261306996236.12,155805743273030.22,11923356377739.201,156266676762518.2,2.6196721914005277e-14,722.4234770433925,0.9800633985829874
baseline,reference,3.64,0.01,0.015550451175744667,matter_radial,0.005936960608958161,0.9937277456767322,0.0003352937143096701,367359574513.95917,27767030512.603447,366308679945.7382,156266676762518.2,54.818503190272864,0.0,0.9994854919330167
baseline,reference,3.64,0.01,0.015550451175744667,matter_phase,3.8212197743944075e-07,2.511740610627139e-05,0.9999745004719163,235363579717.214,163913868.55633822,235363522640.0748,156266676762518.2,1.7404061835545366,0.0,0.9999029543547995
baseline,reference,3.65,0.01,0.015543948966366886,gauge_continuation_Xi,0.9692055262685828,0.03079418622928295,2.8750213422421334e-07,166464536038727.97,163818171425547.3,29564310737424.656,166470256428951.0,471.9479438259154,0.0,0.6913818249618652
baseline,reference,3.65,0.01,0.015543948966366886,matter_radial,0.030792600353184364,0.969117896463788,8.950318302755535e-05,391346663523.83466,69211542063.72333,385177846580.51,166470256428951.0,3.277660970504281e-15,84.80687060297245,0.9838312676597016
baseline,reference,3.65,0.01,0.015543948966366886,matter_phase,3.54460162309331e-07,3.9861692680569685e-05,0.9999597838471571,250731866072.1544,173357524.4885668,250731806141.92828,166470256428951.0,1.7055832931588708,0.0,0.9999152938979746
baseline,reference,3.66,0.01,0.015537159410700056,gauge_continuation_Xi,0.9982819670788882,0.0017180162161836952,1.6704928141467244e-08,177314428809438.1,177148767108200.75,7662961311515.251,177320522045565.88,970.9885783709864,0.0,0.9057325836799885
baseline,reference,3.66,0.01,0.015537159410700056,matter_radial,0.0017162063493892032,0.9971289637984639,0.0011548298521468874,416854014437.4299,17854459407.360664,416471472770.79114,177320522045565.88,5.7411711214124026e-15,41.63901526614357,0.995373998070222
baseline,reference,3.66,0.01,0.015537159410700056,matter_phase,3.283748766934978e-07,0.0002823702188395882,0.9997173014062837,267074168918.2692,182594523.56036302,267074106499.72058,177320522045565.88,1.6678596349440111,0.0,0.9999269721137911
baseline,reference,3.67,0.01,0.015530092277072792,gauge_continuation_Xi,0.9994610822334208,0.0005389125368731967,5.2297059219123445e-09,188853758328984.0,188795792763454.6,4678746605770.989,188860248102832.78,1287.8614193832934,0.0,0.99592775053238
baseline,reference,3.67,0.01,0.015530092277072792,matter_radial,0.0005372616897334239,0.996240294288145,0.0032224440221216006,443982183681.39355,10905661904.839764,443848224019.10767,188860248102832.78,1.0671754805890292e-14,31.69748602368076,0.9999119579227553
baseline,reference,3.67,0.01,0.015530092277072792,matter_phase,3.0385117440457865e-07,0.0007134815986207443,0.9992862145502048,284454913745.40875,191614644.16108757,284454849207.6309,188860248102832.78,1.627508206130605,0.0,0.9999377350598873
baseline,reference,3.68,0.01,0.015522757381276606,gauge_continuation_Xi,0.9997431469982301,0.00025685052127371477,2.4804962347217966e-09,201128720277447.1,201098001027206.47,3515124934525.589,201135631868302.62,1538.0557541840033,0.0,0.9993236112137007
baseline,reference,3.68,0.01,0.015522757381276606,matter_radial,0.0002553529424668982,0.9937020528474271,0.006042594210105989,472839774119.12756,8198535446.726544,472768691862.68695,201135631868302.62,2.3005540887223097e-14,26.785446564548327,0.9999839621231373
baseline,reference,3.68,0.01,0.015522757381276606,matter_phase,2.808555375805578e-07,0.001297293916832714,0.9987024252276296,302943681314.4171,200420202.3507335,302943615017.83386,201135631868302.62,1.5847561164324855,0.0,0.9999474320164286
baseline,reference,3.69,0.01,0.015515164579357853,gauge_continuation_Xi,0.9998515752123266,0.00014842336119698607,1.4264763736879246e-09,214189041924568.53,214169355225541.44,2903956411584.244,214196402320545.06,1750.281830482294,0.0,0.9998033329311254
